ID,index,IDC,MT_TOT,NB,KEYMAX,KEYMIN,"('KEY2', 'KEY2MAX')","('KEY2', 'KEY2MIN')",2013-02-01,2013-03-01,2013-04-01,2013-05-01,2013-06-01,2013-07-01,2013-08-01,2013-09-01,2013-10-01,2013-11-01,2013-12-01,2014-01-01,2014-02-01,2014-03-01,2014-04-01,2014-05-01,2014-06-01,2014-07-01,2014-08-01,2014-09-01,2014-10-01,2014-11-01,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,PMG,PMG2,REC,RECENCE
100,100,828,2163.0,1251,2014-11-01,2013-09-01,24179,24165,,,,,,,,270.0,140.0,,,36.5,33.5,690.0,27.0,45.0,163.5,216.5,231.5,269.0,36.0,4.5,562.5,69.0,5.5,57.0,616.5,171.5,11.0,1.5,164.0,,108.0,162.0,5.0,,229.5,3. M,3,4,0
101,101,833,66702.5,11392,2014-11-01,2013-03-01,24179,24159,,177.5,30.0,6363.5,5827.0,4626.5,3512.0,1427.0,2392.5,2736.0,,1049.0,7135.5,11441.0,5665.5,4579.5,3953.5,842.0,1561.0,1969.5,675.0,739.0,54013.5,5749.0,1.5,409.0,3129.5,,20.0,706.5,1440.5,52.0,,1181.0,,,,1. TG,1,4,0
102,102,839,4.5,6,2013-03-01,2013-03-01,24159,24159,,4.5,,,,,,,,,,,,,,,,,,,,,1.5,3.0,,,,,,,,,,,,,,4. P,4,1,20
103,103,840,67803.5,3156,2014-11-01,2013-03-01,24179,24159,,316.0,,545.0,381.5,44.0,450.0,1254.0,10.0,2386.5,2927.5,5965.5,9667.0,9367.5,7755.0,5376.0,2329.5,4538.0,1014.0,1765.0,6015.5,5696.0,16023.0,12750.0,6725.5,5748.0,6970.0,,9.0,4895.5,700.5,4408.0,239.5,9251.0,51.0,,32.5,1. TG,1,4,0
104,104,843,1.5,1,2013-02-01,2013-02-01,24158,24158,1.5,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,4. P,4,1,21
105,105,849,12.0,3,2013-03-01,2013-03-01,24159,24159,,12.0,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,4. P,4,1,20
106,106,858,1089.5,1584,2014-10-01,2013-03-01,24178,24159,,5.0,5.0,41.5,228.5,189.0,59.5,32.0,7.0,53.5,107.5,135.0,28.0,29.0,39.5,54.0,40.5,,,,35.0,,351.0,664.0,,16.5,4.5,12.0,,1.5,,4.0,,,35.5,,0.5,4. P,4,4,1
107,107,862,1.0,1,2014-03-01,2014-03-01,24171,24171,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,4. P,4,2,8
108,108,868,45.0,14,2014-08-01,2014-08-01,24176,24176,,,,,,,,,,,,,,,,,,,45.0,,,,11.0,5.0,,,1.5,,,,,,,27.5,,,,4. P,4,3,3
109,109,872,7361.0,4739,2014-11-01,2013-06-01,24179,24162,,,,,158.5,440.0,,581.0,37.5,216.5,917.5,597.5,613.5,602.0,,,5.0,212.5,62.0,1495.5,1015.0,407.0,2016.0,3151.0,112.0,1719.0,55.0,2.5,10.5,20.0,,118.0,5.0,109.5,36.5,1.0,5.0,3. M,3,4,0
110,110,876,1.5,1,2013-02-01,2013-02-01,24158,24158,1.5,,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,4. P,4,1,21
111,111,908,4741.0,2115,2014-11-01,2013-03-01,24179,24159,,10.0,90.0,269.5,114.5,104.0,72.0,78.0,91.5,245.5,352.5,407.0,137.0,218.0,325.0,372.5,170.0,164.0,266.0,366.5,550.5,337.0,2358.0,1481.0,36.5,30.5,5.0,,5.0,,436.5,10.0,,141.5,237.0,,,3. M,3,4,0
112,112,911,3.0,1,2014-05-01,2014-05-01,24173,24173,,,,,,,,,,,,,,,,3.0,,,,,,,,,3.0,,,,,,,,,,,,,4. P,4,2,6
113,113,912,502.5,634,2014-11-01,2013-11-01,24179,24167,,,,,,,,,,2.0,35.5,108.5,64.0,80.5,44.0,46.5,4.5,35.0,44.5,17.0,15.5,5.0,192.0,127.5,5.0,17.0,15.0,5.5,0.5,36.5,0.5,18.0,24.5,21.5,,25.0,14.0,4. P,4,4,0
114,114,913,5626.75,2195,2014-11-01,2013-03-01,24179,24159,,1.5,,74.0,391.25,335.5,92.5,123.0,20.5,48.5,215.5,1842.5,681.0,366.0,467.5,190.5,34.0,375.5,91.5,163.5,97.5,15.0,936.5,254.5,1496.5,46.5,113.0,,11.5,78.0,,,1654.0,557.0,27.5,6.25,445.5,3. M,3,4,0
115,115,915,879.0,325,2013-09-01,2013-02-01,24165,24158,51.0,5.0,560.5,60.0,40.0,,123.5,39.0,,,,,,,,,,,,,,,390.5,448.0,6.0,1.5,1.0,,,4.0,,,,28.0,,,,4. P,4,1,14
116,116,917,1009.0,1204,2014-11-01,2013-03-01,24179,24159,,20.0,36.0,73.0,57.0,37.0,32.0,49.0,86.0,63.0,54.5,81.0,45.0,29.0,23.5,24.5,21.5,41.5,33.5,73.0,114.5,14.5,304.5,560.5,,116.5,,,,,,,,27.5,,,,4. P,4,4,0
117,117,923,9378.5,64,2014-11-01,2013-02-01,24179,24158,48.5,,,,,,,,,,,,,,,10.0,45.0,46.0,2275.0,3054.0,3660.0,240.0,6116.0,1631.5,315.0,215.0,,,,,302.0,794.0,,5.0,,,,3. M,3,4,0
118,118,925,3511.0,1937,2014-11-01,2013-05-01,24179,24161,,,,30.5,69.5,29.0,23.5,,129.5,175.0,99.0,112.5,,418.0,60.0,,,235.0,337.0,550.0,1148.0,94.5,870.0,1501.0,13.0,608.5,20.5,8.0,85.0,5.5,119.5,4.0,43.0,59.5,166.5,,7.0,3. M,3,4,0
119,119,926,3579.4,2760,2014-11-01,2013-02-01,24179,24158,79.6,25.5,,235.7,346.45,205.7,130.3,157.05,315.6,353.3,133.1,198.8,103.45,15.0,32.3,47.0,144.2,287.0,174.0,243.8,316.55,35.0,8.0,36.0,120.0,827.0,9.5,3.0,138.5,469.5,171.1,453.0,291.5,115.5,2.0,615.8,319.0,3. M,3,4,0
120,120,927,592.0,11,2013-08-01,2013-07-01,24164,24163,,,,,,480.0,112.0,,,,,,,,,,,,,,,,34.0,558.0,,,,,,,,,,,,,,4. P,4,1,15
121,121,930,1.0,1,2013-09-01,2013-09-01,24165,24165,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,4. P,4,1,14
122,122,939,265.5,46,2014-11-01,2013-05-01,24179,24161,,,,9.0,,50.0,30.0,,30.0,,,,,,,,,,,,37.5,109.0,132.5,98.5,3.0,,,6.0,,,,,2.5,20.5,,,2.5,4. P,4,4,0
123,123,946,3559.45,860,2014-11-01,2013-02-01,24179,24158,499.0,351.0,,57.0,,,,,120.0,680.0,279.0,130.0,205.5,157.0,59.0,256.25,20.0,25.0,161.7,139.5,321.5,98.0,227.0,240.0,88.0,542.5,48.0,223.0,142.0,17.5,0.5,941.5,430.0,298.0,79.0,27.95,254.5,3. M,3,4,0
124,124,951,2857.8,851,2014-11-01,2013-03-01,24179,24159,,50.5,68.0,88.0,93.0,25.0,79.2,478.5,127.0,62.0,82.0,161.0,57.6,239.0,257.0,331.0,268.0,152.0,86.0,52.0,50.0,51.0,386.0,1720.5,,107.0,,,,,,592.0,1.0,2.0,,46.8,2.5,3. M,3,4,0
125,125,955,0.5,1,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,0.5,,,,,,0.5,,,,,,,,,,,,,,,4. P,4,3,5
126,126,958,1489.7,724,2014-09-01,2013-04-01,24177,24160,,,94.0,123.5,196.1,87.0,117.5,,100.6,65.0,106.5,128.0,81.0,,,75.0,123.0,47.0,50.5,95.0,,,,2.0,,,,16.5,,,52.5,890.5,102.0,5.0,403.5,10.7,7.0,4. P,4,3,2
127,127,961,8855.5,938,2014-11-01,2013-02-01,24179,24158,144.0,65.0,93.5,10.0,56.0,20.0,129.0,87.5,100.0,311.5,894.0,1016.5,957.0,747.0,340.0,327.0,275.0,350.5,776.0,738.0,941.0,477.0,6159.5,2560.5,4.0,7.0,1.0,88.5,,6.0,,6.0,0.5,21.5,,1.0,,3. M,3,4,0
128,128,963,179.0,46,2013-06-01,2013-06-01,24162,24162,,,,,179.0,,,,,,,,,,,,,,,,,,21.0,5.0,,,,,,10.5,,,44.5,79.5,,,18.5,4. P,4,1,17
129,129,967,79.0,110,2014-11-01,2013-02-01,24179,24158,18.0,32.0,2.5,,,,,,,,,,,9.0,,,,,,10.5,,7.0,,79.0,,,,,,,,,,,,,,4. P,4,4,0
130,130,970,56.0,14,2014-01-01,2013-05-01,24169,24161,,,,13.0,,10.0,,,4.0,,20.0,9.0,,,,,,,,,,,33.0,23.0,,,,,,,,,,,,,,4. P,4,2,10
131,131,973,1.5,1,2013-02-01,2013-02-01,24158,24158,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,4. P,4,1,21
132,132,974,300.5,3,2013-03-01,2013-03-01,24159,24159,,300.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,,,,,255.5,,,4. P,4,1,20
133,133,975,15.0,5,2013-02-01,2013-02-01,24158,24158,15.0,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,4. P,4,1,21
134,134,978,48.0,34,2014-06-01,2014-02-01,24174,24170,,,,,,,,,,,,,22.0,,,,26.0,,,,,,,0.5,4.5,10.0,,0.5,,,,,9.5,,,7.0,16.0,4. P,4,3,5
135,135,979,9128.5,18113,2014-11-01,2013-12-01,24179,24168,,,,,,,,,,,1.0,,36.0,32.5,1087.5,1218.5,1174.0,1222.0,1212.0,1139.0,1227.0,779.0,9041.5,1.0,5.0,3.0,3.5,8.5,0.5,6.0,1.5,54.0,1.5,2.0,0.5,,,3. M,3,4,0
136,136,981,5834.0,1419,2014-11-01,2013-02-01,24179,24158,99.0,554.5,77.0,,,,,82.5,277.0,136.0,111.0,98.0,166.0,223.5,299.5,530.5,469.5,334.0,305.0,754.5,815.0,501.5,2128.0,3430.0,77.0,141.0,17.0,0.5,,6.5,2.5,,0.5,30.5,,,0.5,3. M,3,4,0
137,137,985,188.5,14,2013-06-01,2013-03-01,24162,24159,,89.5,,,99.0,,,,,,,,,,,,,,,,,,,5.0,,,,,,20.0,57.5,42.0,,17.0,47.0,,,4. P,4,1,17
138,138,987,10459.0,904,2014-11-01,2013-03-01,24179,24159,,1063.0,30.0,1639.0,822.5,160.0,120.0,,,,25.0,,50.0,662.0,,1790.0,279.5,2916.0,487.5,119.0,1.0,294.5,3933.0,4368.0,275.0,222.0,58.0,1148.5,,15.0,26.0,,26.0,377.5,,,10.0,3. M,3,4,0
139,139,988,510.0,19,2014-11-01,2014-01-01,24179,24169,,,,,,,,,,,,15.0,,,,,,40.0,265.0,,140.0,50.0,500.0,5.0,,,5.0,,,,,,,,,,,4. P,4,4,0
140,140,991,32.0,26,2013-04-01,2013-03-01,24160,24159,,14.5,17.5,,,,,,,,,,,,,,,,,,,,,5.0,,,,2.5,,,,22.0,2.5,,,,,4. P,4,1,19
141,141,995,72582.55,6450,2014-09-01,2013-03-01,24177,24159,,9154.0,3600.25,3734.8,7566.7,4949.15,3709.1,,,,3211.6,8083.7,7178.35,3447.5,1725.5,,6137.3,5007.5,2240.5,2836.6,,,41387.0,6163.0,5962.5,6096.0,3375.5,0.5,297.5,3041.5,1404.0,1339.0,1560.5,506.0,473.0,723.55,253.0,1. TG,1,3,2
142,142,996,3701.25,288,2013-06-01,2013-04-01,24162,24160,,,421.0,3090.25,190.0,,,,,,,,,,,,,,,,,,68.0,38.0,1176.5,,306.0,71.0,,907.5,15.0,84.5,308.5,170.0,74.0,69.75,412.5,3. M,3,1,17
143,143,997,100.0,15,2013-03-01,2013-03-01,24159,24159,,100.0,,,,,,,,,,,,,,,,,,,,,42.5,15.0,8.5,8.5,,2.0,,,,,,13.5,,10.0,,4. P,4,1,20
144,144,998,10513.15,3017,2014-02-01,2013-11-01,24170,24167,,,,,,,,,,2513.0,1934.0,4355.4,1710.75,,,,,,,,,,3158.5,73.0,2131.5,2136.0,2483.5,,3.0,44.0,53.5,124.0,69.5,4.0,65.0,33.15,134.5,3. M,3,2,9
145,145,999,67.5,36,2014-10-01,2013-03-01,24178,24159,,5.0,,,,,,,10.5,,,,,,,,,,,,52.0,,24.0,35.0,,4.0,1.5,3.0,,,,,,,,,,4. P,4,4,1
146,146,1002,2970.5,1158,2013-10-01,2013-03-01,24166,24159,,2034.5,530.5,288.0,25.0,90.5,,,2.0,,,,,,,,,,,,,,1050.0,637.5,54.5,191.0,939.5,,,,0.5,76.0,11.0,8.0,0.5,2.0,,3. M,3,1,13
147,147,1003,22.5,8,2013-03-01,2013-03-01,24159,24159,,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.5,,,,4. P,4,1,20
148,148,1004,582.0,116,2014-11-01,2013-03-01,24179,24159,,78.5,,,,,,,,,,,114.5,74.0,,,20.0,224.0,36.0,20.0,5.0,10.0,50.5,467.5,2.5,25.0,4.5,,,,25.0,,,7.0,,,,4. P,4,4,0
149,149,1006,372.0,83,2014-11-01,2013-03-01,24179,24159,,30.5,10.0,64.5,,,,,,,48.5,108.0,,6.5,6.0,,,,,4.0,16.0,78.0,3.5,3.0,,5.5,,56.5,2.0,,25.0,245.0,1.0,19.0,11.5,,,4. P,4,4,0
150,150,1007,705.0,269,2013-11-01,2013-03-01,24167,24159,,245.0,352.5,,,,,,78.0,29.5,,,,,,,,,,,,,162.5,158.0,183.0,,24.5,15.0,,6.0,,122.0,3.0,20.0,9.5,1.0,0.5,4. P,4,1,12
151,151,1008,8419.0,399,2014-11-01,2013-03-01,24179,24159,,200.0,393.0,,1882.5,,,614.0,100.0,1233.5,450.0,300.0,718.0,100.0,115.0,542.5,,270.5,232.0,180.0,,1088.0,5694.0,2290.0,,1.0,35.0,,,92.0,159.0,,,14.5,133.5,,,3. M,3,4,0
152,152,1009,592.0,49,2014-11-01,2014-06-01,24179,24174,,,,,,,,,,,,,,,,,352.0,191.0,15.0,,14.0,20.0,2.0,,590.0,,,,,,,,,,,,,4. P,4,4,0
153,153,1010,235.0,82,2014-04-01,2013-03-01,24172,24159,,18.0,57.5,64.0,24.5,,12.0,11.0,9.0,,6.0,11.0,13.0,,9.0,,,,,,,,,,,,,,83.0,32.5,6.0,68.0,,8.0,37.5,,,4. P,4,2,7
154,154,1011,29327.25,5471,2014-11-01,2013-03-01,24179,24159,,544.5,503.0,1455.0,2349.0,257.5,76.0,295.5,278.0,1057.5,1772.5,3440.0,2190.5,1520.0,640.25,4816.0,1293.0,2057.0,2064.0,846.5,1057.0,814.5,14550.0,3568.0,3612.5,1637.5,278.5,2.0,100.0,81.5,174.5,4251.5,697.0,4.0,53.0,87.75,229.5,2. G,2,4,0
155,155,1013,2495.0,2468,2014-03-01,2013-03-01,24171,24159,,20.0,3.5,88.0,245.5,,47.5,131.5,140.5,378.5,548.5,462.5,225.0,204.0,,,,,,,,,514.0,362.0,430.5,194.5,21.0,,0.5,4.5,54.0,12.0,328.0,65.0,107.0,3.0,399.0,3. M,3,2,8
156,156,1018,6933.7,2534,2014-11-01,2013-03-01,24179,24159,,242.0,253.5,716.6,554.35,145.5,278.0,477.25,437.8,392.4,395.0,353.3,319.7,274.6,238.0,360.7,280.9,141.0,210.6,334.95,315.95,211.6,39.0,49.0,21.5,1.0,5.5,27.5,13.5,59.5,517.0,346.5,577.0,45.5,1088.0,4115.2,28.0,3. M,3,4,0
157,157,1019,31.5,16,2014-08-01,2013-03-01,24176,24159,,15.5,,,,,,,3.0,,,,,,,1.0,,,12.0,,,,1.0,6.5,,18.0,,3.0,,,,,1.0,2.0,,,,4. P,4,3,3
158,158,1020,22402.0,10366,2014-11-01,2013-03-01,24179,24159,,124.0,1238.45,1747.45,1857.6,563.5,1187.6,917.7,1522.8,1532.2,1475.1,443.6,1399.1,1726.0,1019.2,575.6,1219.0,1409.1,747.0,482.5,933.0,281.5,114.5,124.5,209.5,10617.5,1030.5,4921.0,115.5,777.5,13.0,2122.5,610.0,1097.0,5.0,154.0,490.0,2. G,2,4,0
159,159,1021,14.0,3,2013-04-01,2013-03-01,24160,24159,,9.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,5.0,3.0,,,4. P,4,1,19
160,160,1024,1909.0,192,2013-06-01,2013-03-01,24162,24159,,464.5,923.5,301.0,220.0,,,,,,,,,,,,,,,,,,1704.0,95.0,,10.0,53.5,,,46.5,,,,,,,,3. M,3,1,17
161,161,1026,2201.0,577,2014-11-01,2013-03-01,24179,24159,,23.5,87.5,137.0,108.5,344.5,255.0,95.0,28.0,40.5,218.0,208.0,142.0,68.0,85.0,45.0,20.0,64.0,62.5,69.0,40.0,60.0,489.0,371.0,7.0,93.0,10.5,5.0,,5.0,,18.0,,1202.5,,,,3. M,3,4,0
162,162,1027,36934.5,8866,2014-11-01,2013-03-01,24179,24159,,764.5,1012.0,,14.5,181.5,1569.5,1217.5,821.5,2251.0,3183.0,3341.0,2777.5,3820.5,2477.0,1846.5,1139.0,708.5,4051.0,2094.5,1941.5,1722.5,9285.5,17113.0,5921.5,1836.0,80.0,1975.5,,225.0,3.0,,,444.0,48.0,,3.0,2. G,2,4,0
163,163,1028,1000.0,5,2013-03-01,2013-03-01,24159,24159,,1000.0,,,,,,,,,,,,,,,,,,,,,600.0,250.0,150.0,,,,,,,,,,,,,4. P,4,1,20
164,164,1029,7415.75,4019,2014-06-01,2013-03-01,24174,24159,,310.5,463.5,549.0,782.0,386.5,494.5,551.5,425.0,1096.5,837.0,827.25,259.0,243.5,59.0,111.0,20.0,,,,,,1562.5,2048.5,356.5,2885.5,144.5,99.0,,71.0,25.5,,44.5,83.0,77.0,7.25,11.0,3. M,3,3,5
165,165,1035,3308.0,138,2014-01-01,2013-03-01,24169,24159,,212.0,,,,,,,3083.0,,,13.0,,,,,,,,,,,1715.0,1593.0,,,,,,,,,,,,,,3. M,3,2,10
166,166,1036,3641.0,2437,2014-11-01,2013-03-01,24179,24159,,219.5,47.5,127.5,,,,,144.5,138.5,,,45.5,15.0,,827.5,563.5,829.5,345.5,,250.5,86.5,903.5,609.5,69.5,927.5,36.0,,,33.0,24.0,699.5,3.5,298.0,,37.0,,3. M,3,4,0
167,167,1037,5455.7,2574,2014-11-01,2013-03-01,24179,24159,,470.0,409.7,260.5,235.0,62.5,271.5,121.5,136.0,125.5,258.0,229.5,190.5,505.0,191.0,404.0,461.0,216.0,277.5,102.0,249.0,280.0,597.0,1295.0,20.5,48.0,9.0,1316.0,,7.5,221.5,1712.5,137.0,46.0,20.0,5.7,20.0,3. M,3,4,0
168,168,1038,694.7,298,2013-03-01,2013-03-01,24159,24159,,694.7,,,,,,,,,,,,,,,,,,,,,45.5,33.0,77.5,82.5,24.0,5.5,,39.0,19.0,24.5,94.5,167.5,7.0,17.7,57.5,4. P,4,1,20
169,169,1042,3037.0,1582,2014-11-01,2013-05-01,24179,24161,,,,106.5,102.0,,38.0,,,,,,,,929.0,410.0,622.0,104.0,171.0,310.0,107.0,137.5,233.5,2796.0,3.0,3.0,1.5,,,,,,,,,,,3. M,3,4,0
170,170,1043,50559.0,440,2014-11-01,2014-01-01,24179,24169,,,,,,,,,,,,1444.0,5888.0,5652.0,8032.0,8321.0,4079.0,2369.0,6467.0,3376.0,2036.0,2895.0,471.0,46530.0,,,3.0,,,,,142.0,3413.0,,,,,1. TG,1,4,0
171,171,1046,157.5,167,2014-02-01,2013-03-01,24170,24159,,21.5,13.0,11.0,13.5,25.5,20.0,9.5,9.0,3.0,6.0,,25.5,,,,,,,,,,10.5,14.5,12.0,9.5,0.5,,4.0,2.0,18.0,18.0,52.0,5.0,1.5,5.0,5.0,4. P,4,2,9
172,172,1049,4011.0,291,2014-11-01,2013-06-01,24179,24162,,,,,264.0,355.0,,,,,,,,770.5,,353.0,,20.0,,,1407.5,841.0,1953.0,1983.0,45.0,30.0,,,,,,,,,,,,3. M,3,4,0
173,173,1052,15.0,9,2014-02-01,2013-08-01,24170,24164,,,,,,,4.0,,,,,7.0,4.0,,,,,,,,,,7.0,7.0,,,,,,,,,,1.0,,,,4. P,4,2,9
174,174,1053,77.5,57,2014-11-01,2013-12-01,24179,24168,,,,,,,,,,,7.0,1.0,12.5,2.0,,14.0,17.0,2.5,8.5,,10.5,2.5,16.0,11.0,3.5,6.5,,,,0.5,,4.0,6.0,26.0,,,4.0,4. P,4,4,0
175,175,1054,117.5,86,2013-08-01,2013-03-01,24164,24159,,18.0,31.0,,,,68.5,,,,,,,,,,,,,,,,4.0,20.0,7.0,12.0,0.5,19.5,,,21.0,,1.0,29.5,2.5,,0.5,4. P,4,1,15
176,176,1055,4515.05,3893,2014-11-01,2013-03-01,24179,24159,,187.0,262.0,356.5,298.5,154.0,50.0,178.5,273.5,70.0,220.0,320.0,251.0,238.0,122.5,124.5,310.5,102.0,239.5,320.25,300.6,136.2,391.0,401.0,26.0,431.0,1.5,39.0,15.0,3.0,363.5,539.0,1449.5,259.0,,278.05,318.5,3. M,3,4,0
177,177,1056,72.5,31,2013-06-01,2013-03-01,24162,24159,,12.5,,,60.0,,,,,,,,,,,,,,,,,,,,4.0,11.5,15.0,5.0,,,,7.0,2.0,16.0,,,12.0,4. P,4,1,17
178,178,1059,841.0,213,2014-11-01,2013-10-01,24179,24166,,,,,,,,,2.0,185.0,15.0,27.0,,15.0,70.5,,,,,17.0,231.0,278.5,222.5,220.5,6.5,110.0,4.0,,,,23.0,46.0,0.5,144.0,64.0,,,4. P,4,4,0
179,179,1061,2125.5,65,2014-07-01,2013-03-01,24175,24159,,652.0,,75.0,723.5,50.0,50.0,,220.0,,145.0,,,,60.0,100.0,,50.0,,,,,216.0,433.0,184.0,190.0,,1060.5,,,,42.0,,,,,,3. M,3,3,4
180,180,1062,5136.0,3713,2014-09-01,2013-03-01,24177,24159,,250.0,363.0,363.5,74.0,70.5,234.0,100.0,355.0,407.0,301.0,226.5,680.5,452.0,212.0,114.0,124.5,601.0,205.0,2.5,,,1088.0,1704.0,36.5,1412.0,25.5,30.5,27.5,12.5,47.0,24.0,372.5,82.0,4.0,5.0,265.0,3. M,3,3,2
181,181,1064,180401.5,2829,2014-11-01,2013-03-01,24179,24159,,3580.0,10241.0,10993.0,18898.5,26869.0,18295.0,19238.0,2544.0,4046.0,4718.0,10415.0,,5160.0,,,,,,60.0,26668.0,18676.0,173205.0,6941.0,255.5,,,,,,,,,,,,,1. TG,1,4,0
182,182,1065,288.5,41,2014-05-01,2013-03-01,24173,24159,,60.0,129.0,12.0,27.0,,3.0,,,,0.5,,,,45.0,12.0,,,,,,,,,,,,,,,116.5,,,,172.0,,,4. P,4,2,6
183,183,1066,746.0,405,2013-08-01,2013-03-01,24164,24159,,46.5,181.5,256.5,64.0,112.5,85.0,,,,,,,,,,,,,,,,268.5,219.0,9.0,47.5,9.0,3.0,,10.0,32.5,,,81.5,66.0,,,4. P,4,1,15
184,184,1067,18236.6,6992,2014-11-01,2013-03-01,24179,24159,,565.5,445.0,154.0,342.0,558.0,487.0,487.5,872.0,1214.6,1702.5,1567.5,1913.5,1512.5,956.0,1187.5,757.0,378.5,317.5,592.5,1183.0,1043.0,2824.5,2612.5,65.5,11979.0,604.0,27.5,,12.0,,,14.0,80.0,2.0,5.6,10.0,2. G,2,4,0
185,185,1068,206.6,127,2013-12-01,2013-03-01,24168,24159,,146.6,20.0,,,,,,,,40.0,,,,,,,,,,,,33.0,6.0,13.0,0.5,4.0,,0.5,19.0,,31.5,16.5,61.5,7.5,13.6,,4. P,4,2,11
186,186,1069,2415.0,42,2013-09-01,2013-04-01,24165,24160,,,40.0,100.0,580.0,650.0,400.0,645.0,,,,,,,,,,,,,,,1090.0,1325.0,,,,,,,,,,,,,,3. M,3,1,14
187,187,1072,9402.5,672,2014-11-01,2013-04-01,24179,24160,,,221.0,237.5,55.0,,310.0,355.0,590.0,195.0,313.0,798.0,937.0,791.0,270.0,336.0,683.0,455.0,711.0,845.0,1175.0,125.0,3129.0,4337.0,830.5,800.5,10.0,,,,13.0,,,176.0,102.5,,4.0,3. M,3,4,0
188,188,1075,265.0,122,2014-10-01,2013-07-01,24178,24163,,,,,,43.5,6.0,18.5,9.0,2.0,,6.0,,6.0,8.0,,,29.0,51.0,28.0,58.0,,153.0,111.0,,,,,,,,,,,,1.0,,4. P,4,4,1
189,189,1076,2420.5,1218,2014-08-01,2013-03-01,24176,24159,,114.5,139.5,37.0,418.0,226.5,616.0,79.5,,83.5,56.0,298.5,73.5,158.5,,,45.0,,74.5,,,,475.5,148.0,367.0,77.5,663.0,2.5,57.0,124.5,216.5,88.0,,127.5,72.5,1.0,,3. M,3,3,3
190,190,1077,21.0,18,2013-04-01,2013-04-01,24160,24160,,,21.0,,,,,,,,,,,,,,,,,,,,18.0,,,,3.0,,,,,,,,,,,4. P,4,1,19
191,191,1078,430.5,87,2014-06-01,2013-03-01,24174,24159,,21.5,18.0,,,,,,,,,,,,,316.0,75.0,,,,,,7.0,,,,,,5.0,5.0,,6.0,220.0,79.0,23.0,16.0,69.5,4. P,4,3,5
192,192,1080,19124.5,3795,2014-11-01,2013-03-01,24179,24159,,85.5,2011.5,660.0,510.5,43.0,,,104.0,338.5,582.5,641.5,2039.5,3340.0,2053.5,2695.5,1112.5,583.0,997.0,714.0,562.5,50.0,12047.5,1745.5,542.5,2119.5,52.0,2.5,,111.0,0.5,8.0,3.5,2432.5,59.5,,,2. G,2,4,0
193,193,1081,318.0,34,2014-01-01,2013-07-01,24169,24163,,,,,,20.0,50.0,,,183.0,,65.0,,,,,,,,,,,279.0,29.0,9.5,,0.5,,,,,,,,,,,4. P,4,2,10
194,194,1084,6814.5,4541,2014-11-01,2014-08-01,24179,24176,,,,,,,,,,,,,,,,,,,2138.5,2484.5,1017.5,1174.0,3951.0,1177.0,804.5,378.5,122.0,1.0,,16.0,,,271.0,34.5,,12.0,47.0,3. M,3,4,0
195,195,1085,8200.35,1460,2014-01-01,2013-03-01,24169,24159,,947.0,3536.0,1794.75,253.0,,144.0,,260.0,959.85,276.5,29.25,,,,,,,,,,,7144.5,241.0,14.0,,53.5,0.5,2.0,19.5,,22.0,52.5,137.5,94.5,393.35,25.5,3. M,3,2,10
196,196,1086,156.5,17,2013-09-01,2013-06-01,24165,24162,,,,,146.5,,,10.0,,,,,,,,,,,,,,,102.0,45.0,7.0,,,,,0.5,,,,2.0,,,,4. P,4,1,14
197,197,1087,4667.7,1303,2014-10-01,2013-03-01,24178,24159,,237.1,64.5,,203.5,780.0,,,408.0,,,309.5,1046.3,,,,677.0,162.8,712.5,,66.5,,1420.0,1319.5,669.5,601.5,173.0,,2.5,127.0,36.5,6.0,76.5,50.0,40.5,67.7,77.5,3. M,3,4,1
198,198,1088,36801.9,3241,2014-08-01,2013-03-01,24176,24159,,360.5,2985.25,48.0,3135.0,8229.65,210.0,5466.7,4053.5,2193.5,313.7,,1512.2,583.5,2663.0,3290.5,756.9,,1000.0,,,,19492.5,4432.5,3301.0,3298.5,1157.5,,232.5,1841.5,899.0,580.5,495.5,328.5,315.0,373.9,53.5,2. G,2,3,3
199,199,1090,345.5,250,2014-10-01,2013-03-01,24178,24159,,28.0,156.0,79.0,,,6.5,,,,,14.0,31.0,,6.0,,,,20.0,,5.0,,179.0,165.0,1.5,,,,,,,,,,,,,4. P,4,4,1
200,200,1091,2344.5,1082,2014-11-01,2013-04-01,24179,24160,,,132.5,112.5,125.5,123.5,109.5,122.5,124.5,126.0,126.0,124.5,124.5,127.0,118.5,107.5,126.0,112.0,132.0,77.0,120.5,72.5,,,,,,,3.0,,1148.5,2.0,4.0,5.5,1181.5,,,3. M,3,4,0
