ID,index,IDC,MT_TOT,NB,KEYMAX,KEYMIN,"('KEY2', 'KEY2MAX')","('KEY2', 'KEY2MIN')",2013-02-01,2013-03-01,2013-04-01,2013-05-01,2013-06-01,2013-07-01,2013-08-01,2013-09-01,2013-10-01,2013-11-01,2013-12-01,2014-01-01,2014-02-01,2014-03-01,2014-04-01,2014-05-01,2014-06-01,2014-07-01,2014-08-01,2014-09-01,2014-10-01,2014-11-01,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,PMG,PMG2,REC,RECENCE
1732,1732,3881,1673.5,594,2014-08-01,2014-07-01,24176,24175,,,,,,,,,,,,,,,,,,105.0,1568.5,,,,270.5,129.5,46.0,203.0,24.5,,,7.0,141.0,14.0,275.5,97.5,,36.0,429.0,3. M,3,3,3
1733,1733,3884,136.0,139,2014-08-01,2014-08-01,24176,24176,,,,,,,,,,,,,,,,,,,136.0,,,,,,,,1.0,,,52.0,37.5,6.0,,39.5,,,,4. P,4,3,3
1734,1734,3885,319.0,73,2014-11-01,2014-07-01,24179,24175,,,,,,,,,,,,,,,,,,5.0,99.0,43.0,99.0,73.0,220.0,,46.5,,19.0,,,,,,4.0,28.0,,,1.5,4. P,4,4,0
1735,1735,3891,128.0,36,2014-09-01,2014-08-01,24177,24176,,,,,,,,,,,,,,,,,,,103.5,24.5,,,,,,,,7.5,,19.0,,18.0,,75.5,8.0,,,4. P,4,3,2
1736,1736,3892,401.5,102,2014-11-01,2014-08-01,24179,24176,,,,,,,,,,,,,,,,,,,120.0,,11.5,270.0,54.0,327.5,3.5,2.5,0.5,4.5,,,0.5,4.0,,4.5,,,,4. P,4,4,0
1737,1737,3903,80.0,4,2014-08-01,2014-08-01,24176,24176,,,,,,,,,,,,,,,,,,,80.0,,,,50.0,30.0,,,,,,,,,,,,,,4. P,4,3,3
1738,1738,3904,265.0,82,2014-10-01,2014-08-01,24178,24176,,,,,,,,,,,,,,,,,,,235.0,25.0,5.0,,12.0,206.0,,,2.0,18.0,,1.0,,26.0,,,,,,4. P,4,4,1
1739,1739,3905,131.5,98,2014-08-01,2014-08-01,24176,24176,,,,,,,,,,,,,,,,,,,131.5,,,,39.0,76.0,0.5,1.0,6.0,9.0,,,,,,,,,,4. P,4,3,3
1740,1740,3907,300.5,199,2014-11-01,2014-08-01,24179,24176,,,,,,,,,,,,,,,,,,,88.5,131.0,72.0,9.0,2.0,,1.0,,,,4.0,27.5,,16.0,,243.0,,7.0,,4. P,4,4,0
1741,1741,3910,157.0,64,2014-09-01,2014-08-01,24177,24176,,,,,,,,,,,,,,,,,,,144.0,13.0,,,,157.0,,,,,,,,,,,,,,4. P,4,3,2
1742,1742,3912,37.0,20,2014-10-01,2014-08-01,24178,24176,,,,,,,,,,,,,,,,,,,4.0,14.0,19.0,,8.0,29.0,,,,,,,,,,,,,,4. P,4,4,1
1743,1743,3913,178.5,139,2014-08-01,2014-08-01,24176,24176,,,,,,,,,,,,,,,,,,,178.5,,,,10.0,25.0,,1.0,,43.0,2.0,13.0,2.0,,5.0,67.0,2.0,,8.5,4. P,4,3,3
1744,1744,3916,433.0,61,2014-08-01,2014-08-01,24176,24176,,,,,,,,,,,,,,,,,,,433.0,,,,85.0,345.5,,2.0,,0.5,,,,,,,,,,4. P,4,3,3
1745,1745,3918,1235.5,829,2014-11-01,2014-08-01,24179,24176,,,,,,,,,,,,,,,,,,,762.5,100.0,267.5,105.5,157.0,21.0,105.5,45.5,29.5,55.0,14.0,27.5,10.5,22.0,303.5,290.5,17.0,71.0,66.0,4. P,4,4,0
1746,1746,3921,113.0,11,2014-11-01,2014-08-01,24179,24176,,,,,,,,,,,,,,,,,,,108.0,,,5.0,90.0,23.0,,,,,,,,,,,,,,4. P,4,4,0
1747,1747,3923,153.0,141,2014-11-01,2014-09-01,24179,24177,,,,,,,,,,,,,,,,,,,,58.0,90.0,5.0,7.0,26.0,2.5,33.5,2.0,5.0,1.5,1.0,1.0,56.0,2.0,8.0,,5.0,2.5,4. P,4,4,0
1748,1748,3924,2725.6,2086,2014-11-01,2014-08-01,24179,24176,,,,,,,,,,,,,,,,,,,883.0,699.6,338.6,804.4,86.5,107.0,2.0,,3.5,17.0,149.5,121.5,62.5,450.5,631.5,552.0,2.5,172.1,367.5,3. M,3,4,0
1749,1749,3926,20.0,2,2014-09-01,2014-09-01,24177,24177,,,,,,,,,,,,,,,,,,,,20.0,,,10.0,10.0,,,,,,,,,,,,,,4. P,4,3,2
1750,1750,3927,1230.5,158,2014-11-01,2014-08-01,24179,24176,,,,,,,,,,,,,,,,,,,276.5,249.0,501.5,203.5,18.0,1079.0,0.5,19.5,,5.5,,,48.5,38.0,,21.5,,,,4. P,4,4,0
1751,1751,3929,389.0,99,2014-11-01,2014-08-01,24179,24176,,,,,,,,,,,,,,,,,,,79.0,98.5,128.0,83.5,122.0,109.0,,4.5,5.0,,,2.0,5.0,,50.0,,12.0,,79.5,4. P,4,4,0
1752,1752,3933,1386.0,1282,2014-11-01,2014-08-01,24179,24176,,,,,,,,,,,,,,,,,,,879.0,305.5,178.5,23.0,356.5,151.0,4.0,235.5,65.5,305.0,3.5,35.5,,6.0,62.5,107.0,2.5,9.0,42.5,4. P,4,4,0
1753,1753,3936,384.0,96,2014-10-01,2014-08-01,24178,24176,,,,,,,,,,,,,,,,,,,334.0,34.0,16.0,,21.0,,,,,9.0,,,,324.0,,30.0,,,,4. P,4,4,1
1754,1754,3939,40.0,4,2014-08-01,2014-08-01,24176,24176,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,40.0,,,4. P,4,3,3
1755,1755,3944,1138.0,1566,2014-11-01,2014-08-01,24179,24176,,,,,,,,,,,,,,,,,,,271.5,339.0,336.5,191.0,440.0,378.0,20.5,250.5,7.0,24.5,,,,,1.0,15.0,1.5,,,4. P,4,4,0
1756,1756,3947,10.0,1,2014-08-01,2014-08-01,24176,24176,,,,,,,,,,,,,,,,,,,10.0,,,,10.0,,,,,,,,,,,,,,,4. P,4,3,3
1757,1757,3948,149.0,50,2014-10-01,2014-08-01,24178,24176,,,,,,,,,,,,,,,,,,,85.0,,64.0,,40.0,109.0,,,,,,,,,,,,,,4. P,4,4,1
1758,1758,3951,94.0,56,2014-11-01,2014-08-01,24179,24176,,,,,,,,,,,,,,,,,,,17.5,27.5,28.0,21.0,1.5,4.0,,,,,,,1.0,82.0,2.0,,3.5,,,4. P,4,4,0
1759,1759,3953,2948.0,679,2014-09-01,2014-08-01,24177,24176,,,,,,,,,,,,,,,,,,,1604.5,1343.5,,,2748.0,200.0,,,,,,,,,,,,,,3. M,3,3,2
1760,1760,3957,3650.5,2361,2014-10-01,2014-08-01,24178,24176,,,,,,,,,,,,,,,,,,,1257.5,1623.0,770.0,,1803.0,1832.0,5.0,,,7.5,,,,,,3.0,,,,3. M,3,4,1
1761,1761,3960,169.0,138,2014-09-01,2014-08-01,24177,24176,,,,,,,,,,,,,,,,,,,129.5,39.5,,,17.0,61.5,,6.0,0.5,30.5,1.0,1.0,,34.0,11.5,,6.0,,,4. P,4,3,2
1762,1762,3965,30.0,15,2014-08-01,2014-08-01,24176,24176,,,,,,,,,,,,,,,,,,,30.0,,,,6.0,12.0,3.5,3.5,,0.5,,,,,,,,,4.5,4. P,4,3,3
1763,1763,3968,1476.0,331,2014-11-01,2014-08-01,24179,24176,,,,,,,,,,,,,,,,,,,419.0,287.5,437.5,332.0,70.0,75.0,15.0,400.0,25.0,,,,440.5,20.0,430.5,,,,,4. P,4,4,0
1764,1764,3981,8491.5,550,2014-11-01,2014-08-01,24179,24176,,,,,,,,,,,,,,,,,,,2490.5,3459.0,1644.0,898.0,5035.0,3164.0,32.5,32.5,13.0,15.0,,50.5,,,,129.0,20.0,,,3. M,3,4,0
1765,1765,3982,189.5,78,2014-10-01,2014-08-01,24178,24176,,,,,,,,,,,,,,,,,,,45.0,72.5,72.0,,54.0,35.0,44.5,4.0,5.0,8.0,3.5,,,,1.5,34.0,,,,4. P,4,4,1
1766,1766,4005,193.5,123,2014-11-01,2014-08-01,24179,24176,,,,,,,,,,,,,,,,,,,32.0,51.0,74.5,36.0,,,,,,,,,17.5,174.0,0.5,0.5,0.5,,0.5,4. P,4,4,0
1767,1767,4006,78.0,24,2014-08-01,2014-08-01,24176,24176,,,,,,,,,,,,,,,,,,,78.0,,,,66.0,8.0,,,,,,,,2.0,,2.0,,,,4. P,4,3,3
1768,1768,4015,2476.5,1421,2014-11-01,2014-08-01,24179,24176,,,,,,,,,,,,,,,,,,,803.5,665.5,603.0,404.5,671.0,630.5,219.0,228.0,17.5,9.0,,,178.0,212.0,2.0,32.0,262.0,15.0,0.5,3. M,3,4,0
1769,1769,4018,726.0,125,2014-09-01,2014-08-01,24177,24176,,,,,,,,,,,,,,,,,,,271.5,454.5,,,22.0,398.0,27.0,124.0,,3.0,,3.5,,,,148.5,,,,4. P,4,3,2
1770,1770,4029,1488.0,846,2014-10-01,2014-08-01,24178,24176,,,,,,,,,,,,,,,,,,,1004.0,460.5,23.5,,,,,800.5,8.0,,3.0,123.5,104.5,,8.5,440.0,,,,4. P,4,4,1
1771,1771,4032,1617.0,2030,2014-11-01,2014-08-01,24179,24176,,,,,,,,,,,,,,,,,,,56.0,230.0,769.5,561.5,1033.0,38.0,404.5,2.0,47.0,,3.5,16.5,20.0,,,52.0,0.5,,,3. M,3,4,0
1772,1772,4040,1157.0,855,2014-11-01,2014-08-01,24179,24176,,,,,,,,,,,,,,,,,,,83.5,281.0,627.5,165.0,2.0,70.0,,171.5,106.5,129.0,,15.5,98.0,518.0,2.0,41.0,,2.0,1.5,4. P,4,4,0
1773,1773,4042,419.0,419,2014-09-01,2014-08-01,24177,24176,,,,,,,,,,,,,,,,,,,411.0,8.0,,,416.0,3.0,,,,,,,,,,,,,,4. P,4,3,2
1774,1774,4044,881.5,184,2014-11-01,2014-08-01,24179,24176,,,,,,,,,,,,,,,,,,,96.5,217.5,442.0,125.5,321.5,103.0,133.0,,,,,,,,,324.0,,,,4. P,4,4,0
1775,1775,4045,128.5,252,2014-09-01,2014-09-01,24177,24177,,,,,,,,,,,,,,,,,,,,128.5,,,,,,85.5,25.0,,,1.0,,,,16.5,,,0.5,4. P,4,3,2
1776,1776,4047,297.0,115,2014-11-01,2014-08-01,24179,24176,,,,,,,,,,,,,,,,,,,112.0,138.0,44.0,3.0,36.0,132.0,,21.0,0.5,103.5,,0.5,,,,3.5,,,,4. P,4,4,0
1777,1777,4052,131.0,66,2014-08-01,2014-08-01,24176,24176,,,,,,,,,,,,,,,,,,,131.0,,,,55.5,57.5,,,6.0,,,12.0,,,,,,,,4. P,4,3,3
1778,1778,4055,2372.0,398,2014-10-01,2014-08-01,24178,24176,,,,,,,,,,,,,,,,,,,590.0,1327.0,455.0,,517.0,298.5,16.5,103.0,7.0,71.0,24.0,23.0,,1204.0,4.0,72.5,,24.5,7.0,3. M,3,4,1
1779,1779,4060,3928.5,1837,2014-11-01,2014-08-01,24179,24176,,,,,,,,,,,,,,,,,,,590.5,1214.0,1203.0,921.0,1315.0,578.0,496.5,825.5,71.0,,8.0,11.0,54.5,4.0,47.0,422.0,79.0,1.0,16.0,3. M,3,4,0
1780,1780,4069,250.0,24,2014-08-01,2014-08-01,24176,24176,,,,,,,,,,,,,,,,,,,250.0,,,,191.0,59.0,,,,,,,,,,,,,,4. P,4,3,3
1781,1781,4072,476.0,143,2014-09-01,2014-08-01,24177,24176,,,,,,,,,,,,,,,,,,,153.0,323.0,,,50.5,215.0,69.0,92.5,6.0,,,,,,,43.0,,,,4. P,4,3,2
1782,1782,4079,531.5,69,2014-10-01,2014-08-01,24178,24176,,,,,,,,,,,,,,,,,,,191.5,20.0,320.0,,79.0,245.0,143.5,,56.0,,,8.0,,,,,,,,4. P,4,4,1
1783,1783,4085,10.0,3,2014-09-01,2014-08-01,24177,24176,,,,,,,,,,,,,,,,,,,5.0,5.0,,,8.0,2.0,,,,,,,,,,,,,,4. P,4,3,2
1784,1784,4093,178.0,12,2014-09-01,2014-08-01,24177,24176,,,,,,,,,,,,,,,,,,,80.0,98.0,,,79.0,89.0,,,,,,,,,,10.0,,,,4. P,4,3,2
1785,1785,4094,208.0,212,2014-11-01,2014-08-01,24179,24176,,,,,,,,,,,,,,,,,,,10.0,130.0,38.0,30.0,111.0,95.5,,,1.5,,,,,,,,,,,4. P,4,4,0
1786,1786,4096,412.5,87,2014-09-01,2014-08-01,24177,24176,,,,,,,,,,,,,,,,,,,297.5,115.0,,,77.0,86.5,98.5,103.0,,,,,,12.0,,35.5,,,,4. P,4,3,2
1787,1787,4099,111.0,12,2014-08-01,2014-08-01,24176,24176,,,,,,,,,,,,,,,,,,,111.0,,,,56.0,45.0,,,,,,,,,5.0,,,,5.0,4. P,4,3,3
1788,1788,4101,12.5,10,2014-08-01,2014-08-01,24176,24176,,,,,,,,,,,,,,,,,,,12.5,,,,,,1.0,0.5,,8.0,,,,2.0,,1.0,,,,4. P,4,3,3
1789,1789,4102,226.5,87,2014-10-01,2014-08-01,24178,24176,,,,,,,,,,,,,,,,,,,20.0,84.0,122.5,,75.5,151.0,,,,,,,,,,,,,,4. P,4,4,1
1790,1790,4103,89.0,18,2014-09-01,2014-08-01,24177,24176,,,,,,,,,,,,,,,,,,,42.0,47.0,,,,,,,,,35.0,,,2.0,,2.0,50.0,,,4. P,4,3,2
1791,1791,4104,404.0,239,2014-10-01,2014-08-01,24178,24176,,,,,,,,,,,,,,,,,,,30.0,318.5,55.5,,50.5,75.0,50.0,71.0,1.0,4.5,,,38.0,45.0,21.5,28.0,14.0,1.5,4.0,4. P,4,4,1
1792,1792,4111,127.5,93,2014-08-01,2014-08-01,24176,24176,,,,,,,,,,,,,,,,,,,127.5,,,,39.0,32.0,12.0,,5.5,31.5,,,,,0.5,4.5,,,2.5,4. P,4,3,3
1793,1793,4112,122.0,140,2014-10-01,2014-08-01,24178,24176,,,,,,,,,,,,,,,,,,,6.0,99.5,16.5,,,,0.5,0.5,1.0,,14.0,1.5,4.5,58.0,17.5,8.0,10.0,2.0,4.5,4. P,4,4,1
1794,1794,4121,423.5,312,2014-10-01,2014-09-01,24178,24177,,,,,,,,,,,,,,,,,,,,236.5,187.0,,31.0,223.0,23.0,135.5,8.5,,,,,,,2.5,,,,4. P,4,4,1
1795,1795,4124,243.0,15,2014-08-01,2014-08-01,24176,24176,,,,,,,,,,,,,,,,,,,243.0,,,,73.0,155.0,5.0,10.0,,,,,,,,,,,,4. P,4,3,3
1796,1796,4125,5.5,5,2014-08-01,2014-08-01,24176,24176,,,,,,,,,,,,,,,,,,,5.5,,,,,1.5,,,,3.0,,,,,1.0,,,,,4. P,4,3,3
1797,1797,4126,216.5,147,2014-11-01,2014-08-01,24179,24176,,,,,,,,,,,,,,,,,,,9.0,161.5,40.0,6.0,47.0,163.0,3.0,,0.5,3.0,,,,,,,,,,4. P,4,4,0
1798,1798,4127,322.0,26,2014-09-01,2014-08-01,24177,24176,,,,,,,,,,,,,,,,,,,58.0,264.0,,,1.0,321.0,,,,,,,,,,,,,,4. P,4,3,2
1799,1799,4128,55.5,31,2014-08-01,2014-08-01,24176,24176,,,,,,,,,,,,,,,,,,,55.5,,,,,37.0,,6.5,4.0,3.0,,,,,,5.0,,,,4. P,4,3,3
1800,1800,4130,2312.5,1723,2014-11-01,2014-08-01,24179,24176,,,,,,,,,,,,,,,,,,,121.0,1086.5,603.5,501.5,526.0,282.0,164.0,15.5,95.0,398.0,,63.5,,40.0,320.0,141.0,,6.5,261.0,3. M,3,4,0
1801,1801,4132,5745.0,1029,2014-11-01,2014-08-01,24179,24176,,,,,,,,,,,,,,,,,,,212.0,4689.0,586.0,258.0,272.0,1750.0,17.0,76.5,10.0,345.0,378.5,4.0,503.0,692.0,,1543.0,133.0,21.0,,3. M,3,4,0
1802,1802,4138,18.0,6,2014-09-01,2014-09-01,24177,24177,,,,,,,,,,,,,,,,,,,,18.0,,,,18.0,,,,,,,,,,,,,,4. P,4,3,2
1803,1803,4139,37.5,26,2014-09-01,2014-09-01,24177,24177,,,,,,,,,,,,,,,,,,,,37.5,,,,1.5,0.5,6.5,1.5,6.0,,0.5,6.0,2.0,6.0,6.0,1.0,,,4. P,4,3,2
1804,1804,4142,18.0,11,2014-09-01,2014-09-01,24177,24177,,,,,,,,,,,,,,,,,,,,18.0,,,15.0,3.0,,,,,,,,,,,,,,4. P,4,3,2
1805,1805,4150,42.0,17,2014-09-01,2014-09-01,24177,24177,,,,,,,,,,,,,,,,,,,,42.0,,,14.0,22.0,,,,,,,,,,6.0,,,,4. P,4,3,2
1806,1806,4151,660.0,188,2014-09-01,2014-09-01,24177,24177,,,,,,,,,,,,,,,,,,,,660.0,,,57.0,9.0,170.0,,162.0,,,87.0,38.5,24.0,0.5,111.0,,1.0,,4. P,4,3,2
1807,1807,4152,69.0,9,2014-10-01,2014-09-01,24178,24177,,,,,,,,,,,,,,,,,,,,29.0,40.0,,14.0,55.0,,,,,,,,,,,,,,4. P,4,4,1
1808,1808,4153,92.5,111,2014-09-01,2014-09-01,24177,24177,,,,,,,,,,,,,,,,,,,,92.5,,,22.0,33.0,0.5,6.5,1.5,3.5,,6.5,,,,17.5,1.5,,,4. P,4,3,2
1809,1809,4157,986.0,592,2014-11-01,2014-09-01,24179,24177,,,,,,,,,,,,,,,,,,,,262.5,429.5,294.0,204.0,175.0,2.0,139.5,2.5,18.0,,,,443.0,,2.0,,,,4. P,4,4,0
1810,1810,4163,21203.5,914,2014-11-01,2014-09-01,24179,24177,,,,,,,,,,,,,,,,,,,,7251.0,9044.0,4908.5,7815.5,12872.0,156.0,20.0,340.0,,,,,,,,,,,2. G,2,4,0
1811,1811,4167,1328.0,119,2014-09-01,2014-09-01,24177,24177,,,,,,,,,,,,,,,,,,,,1328.0,,,1180.0,138.0,,,,10.0,,,,,,,,,,4. P,4,3,2
1812,1812,4168,207.0,72,2014-11-01,2014-09-01,24179,24177,,,,,,,,,,,,,,,,,,,,116.5,40.0,50.5,129.0,55.0,2.5,,2.5,,,,,,,0.5,17.5,,,4. P,4,4,0
1813,1813,4173,445.0,324,2014-11-01,2014-09-01,24179,24177,,,,,,,,,,,,,,,,,,,,115.0,266.0,64.0,83.0,358.0,,,,3.5,,0.5,,,,,,,,4. P,4,4,0
1814,1814,4174,14.0,25,2014-09-01,2014-09-01,24177,24177,,,,,,,,,,,,,,,,,,,,14.0,,,6.0,6.5,,1.5,,,,,,,,,,,,4. P,4,3,2
1815,1815,4176,155.0,165,2014-11-01,2014-09-01,24179,24177,,,,,,,,,,,,,,,,,,,,97.5,16.0,41.5,152.5,,,2.0,,,,,,,,0.5,,,,4. P,4,4,0
1816,1816,4183,2224.0,856,2014-11-01,2014-09-01,24179,24177,,,,,,,,,,,,,,,,,,,,1504.5,654.5,65.0,543.0,84.0,721.0,,333.0,16.0,21.5,15.5,89.5,2.0,30.5,309.5,22.5,30.0,6.0,3. M,3,4,0
1817,1817,4187,2.0,2,2014-09-01,2014-09-01,24177,24177,,,,,,,,,,,,,,,,,,,,2.0,,,,2.0,,,,,,,,,,,,,,4. P,4,3,2
1818,1818,4198,157.0,13,2014-10-01,2014-09-01,24178,24177,,,,,,,,,,,,,,,,,,,,139.5,17.5,,4.0,2.0,,,,,,,,,,151.0,,,,4. P,4,4,1
1819,1819,4199,272.0,359,2014-10-01,2014-09-01,24178,24177,,,,,,,,,,,,,,,,,,,,125.0,147.0,,141.0,83.0,2.0,5.0,1.0,21.5,1.0,0.5,1.0,2.0,1.5,9.0,,1.0,2.5,4. P,4,4,1
1820,1820,4205,62.0,43,2014-11-01,2014-10-01,24179,24178,,,,,,,,,,,,,,,,,,,,,32.0,30.0,2.0,55.5,,,,4.5,,,,,,,,,,4. P,4,4,0
1821,1821,4207,1025.5,358,2014-11-01,2014-09-01,24179,24177,,,,,,,,,,,,,,,,,,,,399.5,531.0,95.0,58.0,121.0,1.0,64.5,30.5,,,2.0,,,,748.5,,,,4. P,4,4,0
1822,1822,4218,1278.0,191,2014-11-01,2014-10-01,24179,24178,,,,,,,,,,,,,,,,,,,,,964.0,314.0,1013.0,213.0,36.0,,3.0,9.0,,,,,,4.0,,,,4. P,4,4,0
1823,1823,4222,10.0,2,2014-10-01,2014-10-01,24178,24178,,,,,,,,,,,,,,,,,,,,,10.0,,5.0,5.0,,,,,,,,,,,,,,4. P,4,4,1
1824,1824,4223,3479.5,605,2014-10-01,2014-09-01,24178,24177,,,,,,,,,,,,,,,,,,,,1627.0,1852.5,,62.0,95.5,251.5,28.5,258.5,81.5,,146.5,244.0,,8.0,2248.5,,35.0,20.0,3. M,3,4,1
1825,1825,4232,256.5,182,2014-11-01,2014-09-01,24179,24177,,,,,,,,,,,,,,,,,,,,69.5,90.5,96.5,97.5,18.0,4.0,3.0,,1.5,,,5.5,2.0,24.5,70.0,,,30.5,4. P,4,4,0
1826,1826,4234,107.0,102,2014-09-01,2014-09-01,24177,24177,,,,,,,,,,,,,,,,,,,,107.0,,,1.0,12.0,27.0,,4.0,14.0,2.0,11.0,2.0,10.0,1.0,20.0,1.0,1.0,1.0,4. P,4,3,2
1827,1827,4244,270.0,114,2014-11-01,2014-10-01,24179,24178,,,,,,,,,,,,,,,,,,,,,155.0,115.0,3.0,90.0,3.0,86.5,14.0,15.5,,,,,,57.5,,,0.5,4. P,4,4,0
1828,1828,4247,435.0,787,2014-10-01,2014-09-01,24178,24177,,,,,,,,,,,,,,,,,,,,205.5,229.5,,257.5,153.5,,,,,5.0,,,,,4.0,15.0,,,4. P,4,4,1
1829,1829,4251,92.0,57,2014-10-01,2014-09-01,24178,24177,,,,,,,,,,,,,,,,,,,,52.0,40.0,,14.5,65.5,4.5,1.5,,3.0,,,,,3.0,,,,,4. P,4,4,1
1830,1830,4254,3019.0,557,2014-11-01,2014-09-01,24179,24177,,,,,,,,,,,,,,,,,,,,1528.0,980.0,511.0,2.5,15.0,15.0,1115.0,237.0,1458.0,,,30.0,54.0,53.0,11.5,,,28.0,3. M,3,4,0
1831,1831,4260,83.0,111,2014-10-01,2014-09-01,24178,24177,,,,,,,,,,,,,,,,,,,,61.0,22.0,,12.5,8.0,1.5,15.5,1.5,,9.0,3.0,0.5,4.0,3.5,14.0,1.0,,9.0,4. P,4,4,1
1832,1832,4267,305.5,50,2014-11-01,2014-09-01,24179,24177,,,,,,,,,,,,,,,,,,,,91.5,42.0,172.0,19.0,244.0,,36.0,,,,,,,,6.5,,,,4. P,4,4,0
1833,1833,4268,79.0,23,2014-10-01,2014-09-01,24178,24177,,,,,,,,,,,,,,,,,,,,45.0,34.0,,12.5,66.5,,,,,,,,,,,,,,4. P,4,4,1
1834,1834,4276,4386.0,822,2014-11-01,2014-09-01,24179,24177,,,,,,,,,,,,,,,,,,,,606.5,2918.0,861.5,1163.0,2894.0,101.5,33.5,,4.5,,,,,,118.5,71.0,,,3. M,3,4,0
1835,1835,4278,117.5,100,2014-10-01,2014-09-01,24178,24177,,,,,,,,,,,,,,,,,,,,36.0,81.5,,,,,,,,,,0.5,84.0,,,33.0,,,4. P,4,4,1
1836,1836,4287,125.5,111,2014-11-01,2014-09-01,24179,24177,,,,,,,,,,,,,,,,,,,,16.5,71.5,37.5,18.0,5.0,43.5,19.5,10.0,,,,9.5,,,19.5,0.5,,,4. P,4,4,0
1837,1837,4290,166.5,308,2014-11-01,2014-09-01,24179,24177,,,,,,,,,,,,,,,,,,,,1.0,80.0,85.5,12.0,142.0,,,,,,,1.0,,1.5,8.5,,,1.5,4. P,4,4,0
1838,1838,4291,25.5,20,2014-09-01,2014-09-01,24177,24177,,,,,,,,,,,,,,,,,,,,25.5,,,5.0,15.0,,,,2.0,,,,,2.0,1.5,,,,4. P,4,3,2
1839,1839,4294,44.0,19,2014-10-01,2014-09-01,24178,24177,,,,,,,,,,,,,,,,,,,,30.0,14.0,,17.0,,0.5,,,,,,,,17.0,2.5,,,7.0,4. P,4,4,1
1840,1840,4295,89.5,29,2014-10-01,2014-09-01,24178,24177,,,,,,,,,,,,,,,,,,,,53.5,36.0,,,79.0,,,0.5,10.0,,,,,,,,,,4. P,4,4,1
1841,1841,4296,84.0,1,2014-09-01,2014-09-01,24177,24177,,,,,,,,,,,,,,,,,,,,84.0,,,,,,,,,,,,84.0,,,,,,4. P,4,3,2
1842,1842,4298,8.0,16,2014-11-01,2014-10-01,24179,24178,,,,,,,,,,,,,,,,,,,,,3.0,5.0,0.5,,,,,0.5,,,,,1.0,4.5,,,1.5,4. P,4,4,0
1843,1843,4301,108.5,14,2014-10-01,2014-10-01,24178,24178,,,,,,,,,,,,,,,,,,,,,108.5,,,,67.5,35.0,,6.0,,,,,,,,,,4. P,4,4,1
1844,1844,4308,94.0,37,2014-10-01,2014-10-01,24178,24178,,,,,,,,,,,,,,,,,,,,,94.0,,10.0,10.0,,,,,,,0.5,28.0,30.0,10.0,5.5,,,4. P,4,4,1
1845,1845,4311,102.0,25,2014-10-01,2014-09-01,24178,24177,,,,,,,,,,,,,,,,,,,,61.5,40.5,,17.5,51.0,11.5,14.0,,6.0,,,,,,2.0,,,,4. P,4,4,1
1846,1846,4317,90.0,7,2014-10-01,2014-10-01,24178,24178,,,,,,,,,,,,,,,,,,,,,90.0,,45.0,40.0,,,,5.0,,,,,,,,,,4. P,4,4,1
1847,1847,4318,26.0,20,2014-10-01,2014-10-01,24178,24178,,,,,,,,,,,,,,,,,,,,,26.0,,,,3.0,4.0,6.0,1.0,,,,10.0,,2.0,,,,4. P,4,4,1
1848,1848,4320,59.0,14,2014-10-01,2014-10-01,24178,24178,,,,,,,,,,,,,,,,,,,,,59.0,,15.0,44.0,,,,,,,,,,,,,,4. P,4,4,1
1849,1849,4331,1079.0,464,2014-11-01,2014-10-01,24179,24178,,,,,,,,,,,,,,,,,,,,,647.0,432.0,98.0,981.0,,,,,,,,,,,,,,4. P,4,4,0
1850,1850,4332,362.5,141,2014-11-01,2014-10-01,24179,24178,,,,,,,,,,,,,,,,,,,,,220.0,142.5,5.5,243.0,,112.0,,2.0,,,,,,,,,,4. P,4,4,0
1851,1851,4333,11.5,11,2014-10-01,2014-10-01,24178,24178,,,,,,,,,,,,,,,,,,,,,11.5,,,11.5,,,,,,,,,,,,,,4. P,4,4,1
1852,1852,4338,36.5,18,2014-10-01,2014-10-01,24178,24178,,,,,,,,,,,,,,,,,,,,,36.5,,36.0,,,,,,,,,,0.5,,,,,4. P,4,4,1
1853,1853,4339,62.0,22,2014-11-01,2014-10-01,24179,24178,,,,,,,,,,,,,,,,,,,,,32.5,29.5,,,,,,,1.0,,1.0,30.0,15.0,6.5,7.5,1.0,,4. P,4,4,0
1854,1854,4340,109.0,114,2014-11-01,2014-10-01,24179,24178,,,,,,,,,,,,,,,,,,,,,104.0,5.0,4.5,14.5,26.5,20.5,5.5,2.0,10.0,0.5,1.5,4.0,4.0,8.5,4.5,1.0,1.5,4. P,4,4,0
1855,1855,4346,86.5,26,2014-11-01,2014-10-01,24179,24178,,,,,,,,,,,,,,,,,,,,,53.0,33.5,3.0,5.0,,,,7.0,3.0,,,6.0,,35.5,27.0,,,4. P,4,4,0
1856,1856,4348,2.0,1,2014-10-01,2014-10-01,24178,24178,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,4. P,4,4,1
1857,1857,4351,68.0,45,2014-10-01,2014-10-01,24178,24178,,,,,,,,,,,,,,,,,,,,,68.0,,15.0,,5.5,1.0,1.0,6.0,9.0,,2.5,18.0,0.5,1.5,,7.0,1.0,4. P,4,4,1
1858,1858,4353,52.0,84,2014-10-01,2014-10-01,24178,24178,,,,,,,,,,,,,,,,,,,,,52.0,,,8.0,,8.0,1.0,11.0,,,9.5,8.0,,6.5,,,,4. P,4,4,1
