ID,IDC,MT_TOT,PMG,RECENCE
1786,4096,412.5,4. P,2
1787,4099,111.0,4. P,3
1788,4101,12.5,4. P,3
1789,4102,226.5,4. P,1
1790,4103,89.0,4. P,2
1791,4104,404.0,4. P,1
1792,4111,127.5,4. P,3
1793,4112,122.0,4. P,1
1794,4121,423.5,4. P,1
1795,4124,243.0,4. P,3
1796,4125,5.5,4. P,3
1797,4126,216.5,4. P,0
1798,4127,322.0,4. P,2
1799,4128,55.5,4. P,3
1800,4130,2312.5,3. M,0
1801,4132,5745.0,3. M,0
1802,4138,18.0,4. P,2
1803,4139,37.5,4. P,2
1804,4142,18.0,4. P,2
1805,4150,42.0,4. P,2
1806,4151,660.0,4. P,2
1807,4152,69.0,4. P,1
1808,4153,92.5,4. P,2
1809,4157,986.0,4. P,0
1810,4163,21203.5,2. G,0
1811,4167,1328.0,4. P,2
1812,4168,207.0,4. P,0
1813,4173,445.0,4. P,0
1814,4174,14.0,4. P,2
1815,4176,155.0,4. P,0
1816,4183,2224.0,3. M,0
1817,4187,2.0,4. P,2
1818,4198,157.0,4. P,1
1819,4199,272.0,4. P,1
1820,4205,62.0,4. P,0
1821,4207,1025.5,4. P,0
1822,4218,1278.0,4. P,0
1823,4222,10.0,4. P,1
1824,4223,3479.5,3. M,1
1825,4232,256.5,4. P,0
1826,4234,107.0,4. P,2
1827,4244,270.0,4. P,0
1828,4247,435.0,4. P,1
1829,4251,92.0,4. P,1
1830,4254,3019.0,3. M,0
1831,4260,83.0,4. P,1
1832,4267,305.5,4. P,0
1833,4268,79.0,4. P,1
1834,4276,4386.0,3. M,0
1835,4278,117.5,4. P,1
1836,4287,125.5,4. P,0
1837,4290,166.5,4. P,0
1838,4291,25.5,4. P,2
1839,4294,44.0,4. P,1
1840,4295,89.5,4. P,1
1841,4296,84.0,4. P,2
1842,4298,8.0,4. P,0
1843,4301,108.5,4. P,1
1844,4308,94.0,4. P,1
1845,4311,102.0,4. P,1
1846,4317,90.0,4. P,1
1847,4318,26.0,4. P,1
1848,4320,59.0,4. P,1
1849,4331,1079.0,4. P,0
1850,4332,362.5,4. P,0
1851,4333,11.5,4. P,1
1852,4338,36.5,4. P,1
1853,4339,62.0,4. P,0
1854,4340,109.0,4. P,0
1855,4346,86.5,4. P,0
1856,4348,2.0,4. P,1
1857,4351,68.0,4. P,1
1858,4353,52.0,4. P,1
1859,4354,13.5,4. P,1
1860,4355,156.5,4. P,1
1861,4357,160.0,4. P,0
1862,4359,632.0,4. P,1
1863,4363,45.0,4. P,0
1864,4368,34.5,4. P,0
1865,4369,827.5,4. P,0
1866,4373,102.6,4. P,0
1867,4374,29.0,4. P,1
1868,4375,78.5,4. P,0
1869,4377,7.0,4. P,0
1870,4378,27.0,4. P,0
1871,4380,485.0,4. P,0
1872,4382,777.5,4. P,0
1873,4386,7882.0,3. M,0
1874,4390,3067.5,3. M,0
1875,4393,2391.5,3. M,0
1876,4401,115.0,4. P,1
1877,4403,56.0,4. P,1
1878,4404,30.0,4. P,0
1879,4407,1087.5,4. P,0
1880,4408,10.0,4. P,1
1881,4410,105.5,4. P,0
1882,4411,45.5,4. P,1
1883,4412,93.0,4. P,0
1884,4413,11.0,4. P,1
1885,4414,24402.0,2. G,0
1886,4415,267.0,4. P,0
1887,4416,658.5,4. P,0
1888,4424,111.0,4. P,0
1889,4427,141.5,4. P,0
1890,4428,60.5,4. P,0
1891,4429,137.0,4. P,0
1892,4430,2530.0,3. M,0
1893,4431,120.0,4. P,0
1894,4434,109.0,4. P,1
1895,4435,22.5,4. P,0
1896,4442,1244.5,4. P,0
1897,4446,633.5,4. P,0
1898,4448,424.5,4. P,0
1899,4449,32.5,4. P,0
1900,4450,50.0,4. P,0
1901,4451,41.5,4. P,0
1902,4453,5138.5,3. M,0
1903,4456,407.5,4. P,0
1904,4457,405.0,4. P,0
1905,4458,3547.0,3. M,0
1906,4459,689.5,4. P,0
1907,4460,2981.0,3. M,0
1908,4462,44.0,4. P,1
1909,4465,107.5,4. P,0
1910,4466,45.0,4. P,0
1911,4467,3545.5,3. M,0
1912,4468,867.0,4. P,0
1913,4469,1.5,4. P,0
1914,4470,101.0,4. P,0
1915,4473,5303.0,3. M,0
1916,4477,380.5,4. P,0
1917,4481,63.0,4. P,0
1918,4482,20.0,4. P,0
1919,4483,840.5,4. P,0
1920,4487,65.0,4. P,0
1921,4490,66.0,4. P,0
1922,4491,2616.0,3. M,0
1923,4492,319.0,4. P,0
1924,4493,315.0,4. P,0
1925,4496,36.0,4. P,0
1926,4498,207.5,4. P,0
1927,4499,162.9,4. P,0
1928,4500,175.0,4. P,0
1929,4501,56.5,4. P,0
1930,4503,1010.0,4. P,0
1931,4505,9627.0,3. M,0
1932,4506,52.0,4. P,0
1933,4508,46.5,4. P,0
1934,4509,17.5,4. P,0
1935,4515,114.5,4. P,0
1936,4516,7.0,4. P,0
1937,4518,426.1,4. P,0
1938,4520,30.0,4. P,0
1939,4526,16.5,4. P,0
1940,4527,73.0,4. P,0
1941,4528,586.5,4. P,0
1942,4530,420.5,4. P,0
1943,4532,4.0,4. P,0
1944,4535,124.5,4. P,0
1945,4539,825.5,4. P,0
1946,4547,15.0,4. P,0
