,index,IDC,MT_TOT,NB,KEYMAX,KEYMIN,KEYMAX2,KEYMIN2,2013-01-01,2013-02-01,2013-03-01,2013-04-01,2013-05-01,2013-06-01,2013-07-01,2013-08-01,2013-09-01,2013-10-01,2013-11-01,2013-12-01,2014-01-01,2014-02-01,2014-03-01,2014-04-01,2014-05-01,2014-06-01,2014-07-01,2014-08-01,2014-09-01,2014-10-01,2014-11-01,Produit 0,Produit 1,Produit 2,Produit 3,Produit 4,Produit 5,Produit 6,PMG,PMG2,REC,RECENCE,MT90,MT30
1445,1445,2830,1.0,1,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,4. P,4,3,5,1.0,1.0
1446,1446,2832,11.5,11,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,11.5,,,,,,,,,4.0,7.0,0.5,,4. P,4,3,5,11.5,11.5
1447,1447,2835,35.0,35,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,35.0,,,,,,,,,35.0,,,,4. P,4,3,5,35.0,35.0
1448,1448,2837,2.0,1,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,2.0,,,,4. P,4,3,5,2.0,2.0
1449,1449,2838,34.0,36,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,34.0,,,,,,1.5,,,32.5,,,,4. P,4,3,5,34.0,34.0
1450,1450,2840,6.0,3,2014-07-01,2014-06-01,24175,24174,,,,,,,,,,,,,,,,,,4.0,2.0,,,,,,,,6.0,,,,4. P,4,3,4,6.0,4.0
1451,1451,2841,168.0,88,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,168.0,,,,,,,,,,115.5,52.5,,4. P,4,3,5,168.0,168.0
1452,1452,2843,13.5,15,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,13.5,,,,,,,,,5.0,1.0,4.5,3.0,4. P,4,3,5,13.5,13.5
1453,1453,2846,5.0,2,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,5.0,,,,4. P,4,3,5,5.0,5.0
1454,1454,2847,211.5,180,2014-11-01,2014-06-01,24179,24174,,,,,,,,,,,,,,,,,,97.0,53.5,23.5,30.5,5.0,2.0,7.0,7.0,,117.0,56.5,24.0,,4. P,4,4,0,174.0,97.0
1455,1455,2848,107.0,59,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,107.0,,,,,,,,,,,90.0,17.0,4. P,4,3,5,107.0,107.0
1456,1456,2849,7170.0,24,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,7170.0,,,,,,,,,3340.0,450.0,2830.0,550.0,3. M,3,3,5,7170.0,7170.0
1457,1457,2850,10.0,1,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,10.0,,,,4. P,4,3,5,10.0,10.0
1458,1458,2851,2.5,5,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,2.5,,,4. P,4,3,5,2.5,2.5
1459,1459,2852,63.0,12,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,63.0,,,,,,,,,62.0,,1.0,,4. P,4,3,5,63.0,63.0
1460,1460,2854,103.5,103,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,103.5,,,,,,,,,84.0,8.0,8.0,3.5,4. P,4,3,5,103.5,103.5
1461,1461,2855,801.0,365,2014-10-01,2014-06-01,24178,24174,,,,,,,,,,,,,,,,,,312.5,270.5,87.0,25.0,106.0,,36.0,4.0,,261.5,247.5,230.5,21.5,4. P,4,4,1,670.0,322.5
1462,1462,2859,205.5,176,2014-11-01,2014-06-01,24179,24174,,,,,,,,,,,,,,,,,,62.0,65.0,30.5,14.0,21.0,13.0,2.0,,,169.0,7.5,15.5,11.5,4. P,4,4,0,157.5,109.0
1463,1463,2860,411.5,21,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,411.5,,,,,,,,,410.0,1.0,0.5,,4. P,4,3,5,411.5,411.5
1464,1464,2861,165.0,193,2014-10-01,2014-06-01,24178,24174,,,,,,,,,,,,,,,,,,30.5,49.0,65.5,,20.0,,,,,93.0,2.0,65.0,5.0,4. P,4,4,1,145.0,30.5
1465,1465,2862,30.5,31,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,30.5,,,,,,,,,30.5,,,,4. P,4,3,5,30.5,30.5
1466,1466,2863,110.5,107,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,110.5,,,,,,,6.5,,,22.5,74.5,7.0,4. P,4,3,5,110.5,110.5
1467,1467,2866,29.5,28,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,29.5,,,,,,,,,19.5,9.5,0.5,,4. P,4,3,5,29.5,29.5
1468,1468,2873,2864.7,3216,2014-11-01,2014-06-01,24179,24174,,,,,,,,,,,,,,,,,,364.0,710.0,802.0,267.7,437.0,284.0,51.7,104.0,,1171.0,1156.0,379.5,2.5,3. M,3,4,0,1882.0,425.5
1469,1469,2874,314.0,305,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,314.0,,,,,,,,,114.0,187.5,11.5,1.0,4. P,4,3,5,314.0,314.0
1470,1470,2875,950.0,1247,2014-09-01,2014-06-01,24177,24174,,,,,,,,,,,,,,,,,,220.0,519.0,155.0,56.0,,,63.0,22.5,,319.5,397.0,135.0,13.0,4. P,4,3,2,894.0,386.0
1471,1471,2877,147.0,132,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,147.0,,,,,,,,,50.5,48.0,40.5,8.0,4. P,4,3,5,147.0,147.0
1472,1472,2879,194.0,129,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,194.0,,,,,,2.0,9.0,,70.0,6.5,89.5,17.0,4. P,4,3,5,194.0,194.0
1473,1473,2881,12344.5,2550,2014-11-01,2014-06-01,24179,24174,,,,,,,,,,,,,,,,,,2090.5,1084.0,2437.0,2146.5,2995.5,1591.0,10.0,,,4157.0,5870.0,2197.0,110.5,2. G,2,4,0,5695.0,2329.5
1474,1474,2883,10551.0,1199,2014-11-01,2014-06-01,24179,24174,,,,,,,,,,,,,,,,,,2817.0,4041.5,1507.5,913.5,975.0,296.5,,,,3979.5,632.5,5794.0,145.0,3. M,3,4,0,8569.5,3352.5
1475,1475,2884,57.5,21,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,57.5,,,,,,45.5,8.0,,4.0,,,,4. P,4,3,5,57.5,57.5
1476,1476,2885,10.0,2,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,10.0,,,,4. P,4,3,5,10.0,10.0
1477,1477,2887,151.0,104,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,151.0,,,,,,10.0,,,131.5,9.5,,,4. P,4,3,5,151.0,151.0
1478,1478,2892,10.0,14,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,3.0,5.5,1.5,,4. P,4,3,5,10.0,10.0
1479,1479,2893,172.0,75,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,172.0,,,,,,,,,124.5,33.0,8.5,6.0,4. P,4,3,5,172.0,172.0
1480,1480,2894,370.0,497,2014-11-01,2014-06-01,24179,24174,,,,,,,,,,,,,,,,,,136.0,,,,34.0,200.0,4.0,,,290.5,68.0,7.5,,4. P,4,4,0,136.0,136.0
1481,1481,2895,724.0,65,2014-10-01,2014-06-01,24178,24174,,,,,,,,,,,,,,,,,,120.0,40.0,360.0,180.0,24.0,,644.0,,,20.0,60.0,,,4. P,4,4,1,520.0,120.0
1482,1482,2896,857.5,483,2014-10-01,2014-07-01,24178,24175,,,,,,,,,,,,,,,,,,,622.0,208.0,,27.5,,30.0,,,213.0,46.0,430.5,138.0,4. P,4,4,1,830.0,710.5
1483,1483,2900,10.0,10,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,10.0,,,,4. P,4,3,5,10.0,10.0
1484,1484,2901,45.0,5,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,45.0,,,,,,,,,45.0,,,,4. P,4,3,5,45.0,45.0
1485,1485,2902,10.0,5,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,2.0,2.0,6.0,,4. P,4,3,5,10.0,10.0
1486,1486,2903,10.0,1,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,10.0,,,,4. P,4,3,5,10.0,10.0
1487,1487,2904,57042.0,605,2014-11-01,2014-06-01,24179,24174,,,,,,,,,,,,,,,,,,31102.5,14337.5,,,3702.0,7900.0,250.0,,,54333.5,2458.5,,,1. TG,1,4,0,45440.0,36206.5
1488,1488,2906,24.0,2,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,24.0,,,,4. P,4,3,5,24.0,24.0
1489,1489,2907,10.0,2,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,10.0,,,,4. P,4,3,5,10.0,10.0
1490,1490,2911,55.5,57,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,55.5,,,,,,,,,55.5,,,,4. P,4,3,5,55.5,55.5
1491,1491,2912,493.5,126,2014-09-01,2014-06-01,24177,24174,,,,,,,,,,,,,,,,,,147.5,204.5,51.5,90.0,,,10.0,,,281.5,81.5,120.5,,4. P,4,3,2,449.5,147.5
1492,1492,2915,18.0,8,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,18.0,,,,,,,,,16.0,1.0,0.5,0.5,4. P,4,3,5,18.0,18.0
1493,1493,2916,12.0,12,2014-07-01,2014-06-01,24175,24174,,,,,,,,,,,,,,,,,,8.0,4.0,,,,,,,,12.0,,,,4. P,4,3,4,12.0,12.0
1494,1494,2918,42.5,21,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,42.5,,,,,,,,,29.5,6.5,2.5,4.0,4. P,4,3,5,42.5,42.5
1495,1495,2920,33.0,19,2014-09-01,2014-06-01,24177,24174,,,,,,,,,,,,,,,,,,16.0,,4.0,13.0,,,7.0,,,24.0,,2.0,,4. P,4,3,2,33.0,16.0
1496,1496,2921,8.5,3,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,8.5,,,,,,,,,,8.5,,,4. P,4,3,5,8.5,8.5
1497,1497,2925,74.5,26,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,74.5,,,,,,,,,,68.5,5.0,1.0,4. P,4,3,5,74.5,74.5
1498,1498,2933,6.0,1,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,6.0,,,4. P,4,3,5,6.0,6.0
1499,1499,2936,1160.5,1551,2014-11-01,2014-06-01,24179,24174,,,,,,,,,,,,,,,,,,129.0,286.0,321.5,164.0,191.5,68.5,5.0,,,966.5,189.0,,,4. P,4,4,0,829.0,193.0
1500,1500,2937,21.0,7,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,21.0,,,,,,,,,15.0,5.0,0.5,0.5,4. P,4,3,5,21.0,21.0
1501,1501,2938,10.0,1,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,10.0,,,,4. P,4,3,5,10.0,10.0
1502,1502,2945,300.0,4,2014-10-01,2014-06-01,24178,24174,,,,,,,,,,,,,,,,,,100.0,,,,200.0,,,,,300.0,,,,4. P,4,4,1,100.0,100.0
1503,1503,2951,18.5,22,2014-11-01,2014-10-01,24179,24178,,,,,,,,,,,,,,,,,,,,,,17.5,1.0,,,,18.5,,,,4. P,4,4,0,18.5,17.5
1504,1504,2954,10.0,2,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,10.0,,,,4. P,4,3,5,10.0,10.0
1505,1505,2956,7.5,4,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,4.0,3.5,,4. P,4,3,5,7.5,7.5
1506,1506,2957,38.0,35,2014-07-01,2014-06-01,24175,24174,,,,,,,,,,,,,,,,,,19.0,19.0,,,,,,,,17.5,13.0,7.5,,4. P,4,3,4,38.0,19.0
1507,1507,2958,10.0,3,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,9.5,0.5,,,4. P,4,3,5,10.0,10.0
1508,1508,2959,260.0,151,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,260.0,,,,,,,,,194.0,28.5,27.0,10.5,4. P,4,3,5,260.0,260.0
1509,1509,2961,205.0,5,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,205.0,,,,,,,,,205.0,,,,4. P,4,3,5,205.0,205.0
1510,1510,2962,76.0,8,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,76.0,,,,,,,10.0,,22.0,44.0,,,4. P,4,3,5,76.0,76.0
1511,1511,2972,912.5,139,2014-11-01,2014-06-01,24179,24174,,,,,,,,,,,,,,,,,,129.0,32.0,82.0,30.0,15.0,624.5,,,,597.0,92.5,221.0,2.0,4. P,4,4,0,243.0,161.0
1512,1512,2973,10.0,4,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,1.5,8.5,,4. P,4,3,5,10.0,10.0
1513,1513,2974,86.0,94,2014-08-01,2014-06-01,24176,24174,,,,,,,,,,,,,,,,,,15.0,70.5,0.5,,,,,,,86.0,,,,4. P,4,3,3,86.0,34.0
1514,1514,2977,27.0,10,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,27.0,,,,,,,,,27.0,,,,4. P,4,3,5,27.0,27.0
1515,1515,2980,19.5,32,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,19.5,,,,,,,,,2.0,5.0,8.5,4.0,4. P,4,3,5,19.5,19.5
1516,1516,2982,105.0,87,2014-09-01,2014-06-01,24177,24174,,,,,,,,,,,,,,,,,,90.0,,,15.0,,,,,,105.0,,,,4. P,4,3,2,105.0,90.0
1517,1517,2983,217.5,285,2014-08-01,2014-06-01,24176,24174,,,,,,,,,,,,,,,,,,204.5,,13.0,,,,,,,127.5,,89.0,1.0,4. P,4,3,3,217.5,204.5
1518,1518,2985,14527.0,4541,2014-11-01,2014-06-01,24179,24174,,,,,,,,,,,,,,,,,,2088.5,5665.0,490.0,3747.0,1519.0,1017.5,73.0,10.0,,361.0,4228.0,8810.0,1045.0,2. G,2,4,0,8395.5,6658.5
1519,1519,2991,10.0,18,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,6.5,3.0,0.5,4. P,4,3,5,10.0,10.0
1520,1520,2992,53.0,33,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,53.0,,,,,,,,,,24.0,20.5,8.5,4. P,4,3,5,53.0,53.0
1521,1521,2993,2.0,4,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,2.0,,4. P,4,3,5,2.0,2.0
1522,1522,2995,70.5,9,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,70.5,,,,,,,,,69.5,1.0,,,4. P,4,3,5,70.5,70.5
1523,1523,2998,36.0,10,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,36.0,,,,,,,,,34.5,,0.5,1.0,4. P,4,3,5,36.0,36.0
1524,1524,3002,163.0,322,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,163.0,,,,,,,,,143.5,19.5,,,4. P,4,3,5,163.0,163.0
1525,1525,3003,54.5,20,2014-08-01,2014-08-01,24176,24176,,,,,,,,,,,,,,,,,,,,54.5,,,,,,,47.5,,7.0,,4. P,4,3,3,54.5,54.5
1526,1526,3016,48.0,27,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,48.0,,,,,,,,,38.0,5.0,5.0,,4. P,4,3,5,48.0,48.0
1527,1527,3019,40.0,6,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,40.0,,4. P,4,3,5,40.0,40.0
1528,1528,3021,0.5,1,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,0.5,,4. P,4,3,5,0.5,0.5
1529,1529,3031,18.5,15,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,18.5,,,,,,,,,0.5,4.0,6.0,8.0,4. P,4,3,5,18.5,18.5
1530,1530,3032,7.5,1,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,7.5,,,4. P,4,3,5,7.5,7.5
1531,1531,3033,912.5,403,2014-08-01,2014-06-01,24176,24174,,,,,,,,,,,,,,,,,,70.5,556.0,286.0,,,,29.0,5.5,,297.5,578.5,0.5,1.5,4. P,4,3,3,912.5,276.0
1532,1532,3034,10.0,6,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,10.0,,4. P,4,3,5,10.0,10.0
1533,1533,3037,30.5,9,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,30.5,,,,,,,,,10.0,10.5,10.0,,4. P,4,3,5,30.5,30.5
1534,1534,3040,17.0,22,2014-10-01,2014-08-01,24178,24176,,,,,,,,,,,,,,,,,,,,1.0,6.0,10.0,,2.5,,,12.0,0.5,2.0,,4. P,4,4,1,17.0,5.5
1535,1535,3050,15.5,26,2014-07-01,2014-06-01,24175,24174,,,,,,,,,,,,,,,,,,12.0,3.5,,,,,,,,15.5,,,,4. P,4,3,4,15.5,15.5
1536,1536,3052,597.5,244,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,597.5,,,,,,,,,511.0,75.0,11.5,,4. P,4,3,5,597.5,597.5
1537,1537,3053,227.5,161,2014-07-01,2014-06-01,24175,24174,,,,,,,,,,,,,,,,,,135.5,92.0,,,,,,,,183.0,36.5,8.0,,4. P,4,3,4,227.5,227.5
1538,1538,3054,14.5,14,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,14.5,,,,,,,,,2.0,6.0,5.5,1.0,4. P,4,3,5,14.5,14.5
1539,1539,3056,29.0,3,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,29.0,,,,,,,,,,20.0,9.0,,4. P,4,3,5,29.0,29.0
1540,1540,3058,112.0,59,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,112.0,,,,,,,,,94.0,16.0,2.0,,4. P,4,3,5,112.0,112.0
1541,1541,3059,10.0,1,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,10.0,,,4. P,4,3,5,10.0,10.0
1542,1542,3063,465.5,219,2014-09-01,2014-06-01,24177,24174,,,,,,,,,,,,,,,,,,204.0,95.0,62.5,104.0,,,11.0,,,454.5,,,,4. P,4,3,2,465.5,299.0
1543,1543,3066,6.5,5,2014-07-01,2014-06-01,24175,24174,,,,,,,,,,,,,,,,,,4.0,2.5,,,,,,,,,1.5,5.0,,4. P,4,3,4,6.5,6.5
1544,1544,3069,35.5,46,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,35.5,,,,,,,,,3.5,18.0,13.0,1.0,4. P,4,3,5,35.5,35.5
1545,1545,3072,10.0,2,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,4.0,6.0,,,4. P,4,3,5,10.0,10.0
1546,1546,3073,1212.8,863,2014-11-01,2014-06-01,24179,24174,,,,,,,,,,,,,,,,,,304.0,325.5,87.1,207.5,164.0,124.7,17.5,7.5,,470.5,456.0,207.0,54.3,4. P,4,4,0,870.6,608.0
1547,1547,3074,2.5,4,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,2.5,,,,4. P,4,3,5,2.5,2.5
1548,1548,3075,103.0,103,2014-07-01,2014-06-01,24175,24174,,,,,,,,,,,,,,,,,,98.0,5.0,,,,,,,,98.0,3.0,2.0,,4. P,4,3,4,103.0,103.0
1549,1549,3076,2099.3,302,2014-10-01,2014-06-01,24178,24174,,,,,,,,,,,,,,,,,,802.5,,39.5,537.3,720.0,,55.8,30.0,,801.0,479.5,733.0,,3. M,3,4,1,1108.8,802.5
1550,1550,3077,251.0,138,2014-09-01,2014-06-01,24177,24174,,,,,,,,,,,,,,,,,,137.5,80.5,,33.0,,,,,,83.5,113.0,20.5,34.0,4. P,4,3,2,249.0,218.0
1551,1551,3078,8851.0,1604,2014-09-01,2014-06-01,24177,24174,,,,,,,,,,,,,,,,,,1197.0,5347.0,1467.5,839.5,,,,,,2731.0,3895.5,1711.5,513.0,3. M,3,3,2,8851.0,3448.0
1552,1552,3082,10.0,3,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,6.0,4.0,,4. P,4,3,5,10.0,10.0
1553,1553,3086,85.5,8,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,85.5,,,,,,,,,75.5,10.0,,,4. P,4,3,5,85.5,85.5
1554,1554,3091,4.0,8,2014-07-01,2014-06-01,24175,24174,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,4.0,,4. P,4,3,4,4.0,4.0
1555,1555,3101,227.0,26,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,227.0,,,,,,,,,11.0,186.5,29.5,,4. P,4,3,5,227.0,227.0
1556,1556,3103,20.0,8,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,3.0,15.0,2.0,,4. P,4,3,4,20.0,20.0
1557,1557,3108,60.0,10,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,53.5,5.5,,1.0,4. P,4,3,5,60.0,60.0
1558,1558,3109,26.0,21,2014-07-01,2014-06-01,24175,24174,,,,,,,,,,,,,,,,,,6.0,20.0,,,,,,,,16.0,,10.0,,4. P,4,3,4,26.0,26.0
1559,1559,3110,112.5,14,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,112.5,,,,,,,,,,,112.5,,4. P,4,3,5,112.5,112.5
1560,1560,3111,13.5,4,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,13.5,,,,,,,,,,13.5,,,4. P,4,3,5,13.5,13.5
1561,1561,3115,14.0,17,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,4.0,10.0,,4. P,4,3,5,14.0,14.0
1562,1562,3116,1.0,2,2014-07-01,2014-07-01,24175,24175,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,0.5,0.5,,,4. P,4,3,4,1.0,1.0
1563,1563,3127,10.0,9,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,10.0,,,,4. P,4,3,5,10.0,10.0
1564,1564,3131,10.0,1,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,10.0,,,4. P,4,3,5,10.0,10.0
1565,1565,3142,10.0,1,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,10.0,,,4. P,4,3,5,10.0,10.0
1566,1566,3158,13.0,18,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,13.0,,,,4. P,4,3,5,13.0,13.0
1567,1567,3162,10.0,8,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,10.0,,,,4. P,4,3,5,10.0,10.0
1568,1568,3164,38001.0,1460,2014-11-01,2014-06-01,24179,24174,,,,,,,,,,,,,,,,,,2437.5,12045.0,11165.5,3172.5,4356.5,4824.0,203.0,230.0,,24337.0,13162.0,59.0,10.0,2. G,2,4,0,28085.5,13445.5
1569,1569,3167,10.0,11,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,5.0,1.5,2.5,1.0,4. P,4,3,5,10.0,10.0
1570,1570,3170,121.0,67,2014-11-01,2014-06-01,24179,24174,,,,,,,,,,,,,,,,,,9.0,14.5,27.0,42.5,18.0,10.0,,,,16.0,1.0,104.0,,4. P,4,4,0,74.5,12.0
1571,1571,3172,355.5,281,2014-10-01,2014-06-01,24178,24174,,,,,,,,,,,,,,,,,,71.5,187.5,,73.0,23.5,,,,,74.5,117.5,105.5,58.0,4. P,4,4,1,332.0,259.0
1572,1572,3187,23.5,27,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,23.5,,,,,,,,,,1.0,22.5,,4. P,4,3,5,23.5,23.5
1573,1573,3201,13.5,5,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,13.5,,,,,,,,,,13.5,,,4. P,4,3,5,13.5,13.5
1574,1574,3203,10.0,2,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,10.0,,,,4. P,4,3,5,10.0,10.0
1575,1575,3204,209.0,40,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,209.0,,,,,,,,,110.0,96.0,3.0,,4. P,4,3,5,209.0,209.0
1576,1576,3206,10.0,1,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,10.0,,4. P,4,3,5,10.0,10.0
1577,1577,3207,30.5,14,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,30.5,,,,,,,,,9.0,18.5,1.0,2.0,4. P,4,3,5,30.5,30.5
1578,1578,3210,192.5,353,2014-07-01,2014-06-01,24175,24174,,,,,,,,,,,,,,,,,,131.5,61.0,,,,,,,,134.5,57.0,1.0,,4. P,4,3,4,192.5,192.5
1579,1579,3212,5230.0,1197,2014-11-01,2014-06-01,24179,24174,,,,,,,,,,,,,,,,,,330.0,2414.0,59.5,319.0,1634.5,473.0,37.0,,,1807.5,2857.0,434.5,94.0,3. M,3,4,0,3122.5,2329.0
1580,1580,3214,15.0,9,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,0.5,,13.5,1.0,4. P,4,3,5,15.0,15.0
1581,1581,3216,147.0,167,2014-07-01,2014-06-01,24175,24174,,,,,,,,,,,,,,,,,,99.5,47.5,,,,,,1.0,,,45.0,79.5,21.5,4. P,4,3,4,147.0,147.0
1582,1582,3218,2.5,2,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,2.5,,,4. P,4,3,5,2.5,2.5
1583,1583,3222,10.0,7,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,3.5,5.5,1.0,4. P,4,3,5,10.0,10.0
1584,1584,3223,10.0,5,2014-06-01,2014-06-01,24174,24174,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,2.0,7.5,0.5,4. P,4,3,5,10.0,10.0
1585,1585,3225,253.0,93,2014-10-01,2014-06-01,24178,24174,,,,,,,,,,,,,,,,,,28.5,53.5,139.5,31.0,0.5,,,61.0,,,10.0,133.0,49.0,4. P,4,4,1,252.5,82.0
