,index,IDC,MT_TOT,NB,KEYMAX,KEYMIN,KEYMAX2,KEYMIN2,2013-01-01,2013-02-01,2013-03-01,2013-04-01,2013-05-01,2013-06-01,2013-07-01,2013-08-01,2013-09-01,2013-10-01,2013-11-01,2013-12-01,2014-01-01,2014-02-01,2014-04-01,2014-05-01,2014-07-01,2014-08-01,2014-09-01,2014-10-01,Couple,Jackpot,Multi,Quarte,Quinte,Simple,Trio,PMG,PMG2,REC,RECENCE,MT90,MT30
119,119,930,15.0,5,2013-11-01,2013-09-01,24167,24165,,,,,,,,,1.0,,14.0,,,,,,,,,,1.0,3.0,11.0,,,,,4. P,4,1,12,15.0,1.0
120,120,939,219.0,15,2013-10-01,2013-01-01,24166,24157,100.0,,,,9.0,,50.0,30.0,,30.0,,,,,,,,,,,55.0,50.0,50.0,3.0,3.0,58.0,,4. P,4,1,13,100.0,100.0
121,121,940,25.0,1,2013-01-01,2013-01-01,24157,24157,25.0,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,4. P,4,1,22,25.0,25.0
122,122,942,26.0,11,2013-01-01,2013-01-01,24157,24157,26.0,,,,,,,,,,,,,,,,,,,,,5.5,20.5,,,,,4. P,4,1,22,26.0,26.0
123,123,944,47.0,23,2013-01-01,2013-01-01,24157,24157,47.0,,,,,,,,,,,,,,,,,,,,,16.0,31.0,,,,,4. P,4,1,22,47.0,47.0
124,124,946,2970.7,607,2014-02-01,2013-01-01,24170,24157,649.6,597.6,359.5,,57.0,,,,,120.0,750.5,279.0,130.0,27.5,,,,,,,185.5,224.3,1564.4,316.5,507.5,172.5,,3. M,3,2,9,1606.7,748.2
125,125,948,179.5,49,2013-02-01,2013-01-01,24158,24157,128.0,51.5,,,,,,,,,,,,,,,,,,,,18.0,161.5,,,,,4. P,4,1,21,179.5,179.5
126,126,949,55.0,3,2013-01-01,2013-01-01,24157,24157,55.0,,,,,,,,,,,,,,,,,,,,,25.0,30.0,,,,,4. P,4,1,22,55.0,55.0
127,127,951,1315.2,382,2014-01-01,2013-01-01,24169,24157,0.5,0.5,50.5,68.0,88.0,93.0,25.0,79.2,478.5,127.0,62.0,82.0,161.0,,,,,,,,647.5,2.5,280.2,1.0,63.0,321.0,,4. P,4,2,10,117.5,1.0
128,128,952,39.0,6,2013-01-01,2013-01-01,24157,24157,39.0,,,,,,,,,,,,,,,,,,,,,,39.0,,,,,4. P,4,1,22,39.0,39.0
129,129,954,20.0,2,2013-01-01,2013-01-01,24157,24157,20.0,,,,,,,,,,,,,,,,,,,,,10.0,10.0,,,,,4. P,4,1,22,20.0,20.0
130,130,958,1040.2,554,2014-02-01,2013-04-01,24170,24160,,,,94.0,123.5,196.1,87.0,128.5,,100.6,65.0,106.5,128.0,11.0,,,,,,,,4.5,948.2,56.5,5.0,,26.0,4. P,4,2,9,443.6,125.0
131,131,959,27.0,25,2013-02-01,2013-01-01,24158,24157,19.0,8.0,,,,,,,,,,,,,,,,,,,,4.0,23.0,,,,,4. P,4,1,21,27.0,27.0
132,132,961,3752.0,325,2014-02-01,2013-02-01,24170,24158,,374.0,85.0,93.5,90.0,146.0,70.0,269.0,172.5,130.0,356.5,894.0,1016.5,55.0,,,,,,,1423.5,415.0,444.5,3.5,21.0,1444.5,,3. M,3,2,9,552.5,439.0
133,133,963,314.0,75,2013-06-01,2013-02-01,24162,24158,,135.0,,,,179.0,,,,,,,,,,,,,,,5.0,18.5,135.0,44.5,79.5,21.0,10.5,4. P,4,1,17,135.0,135.0
134,134,967,69.5,86,2013-04-01,2013-02-01,24160,24158,,35.0,32.0,2.5,,,,,,,,,,,,,,,,,52.5,,17.0,,,,,4. P,4,1,19,69.5,58.0
135,135,968,6.0,2,2013-02-01,2013-02-01,24158,24158,,6.0,,,,,,,,,,,,,,,,,,,,3.0,3.0,,,,,4. P,4,1,21,6.0,6.0
136,136,969,98.0,28,2013-03-01,2013-02-01,24159,24158,,18.0,80.0,,,,,,,,,,,,,,,,,,,29.0,69.0,,,,,4. P,4,1,20,98.0,98.0
137,137,970,61.0,15,2014-01-01,2013-05-01,24169,24161,,,,,13.0,,10.0,,,9.0,,20.0,9.0,,,,,,,,23.0,,5.0,,,33.0,,4. P,4,2,10,23.0,13.0
138,138,972,25.0,2,2013-02-01,2013-02-01,24158,24158,,25.0,,,,,,,,,,,,,,,,,,,,15.0,10.0,,,,,4. P,4,1,21,25.0,25.0
139,139,973,1.5,1,2013-02-01,2013-02-01,24158,24158,,1.5,,,,,,,,,,,,,,,,,,,,,,,1.5,,,4. P,4,1,21,1.5,1.5
140,140,974,410.5,4,2013-09-01,2013-03-01,24165,24159,,,300.5,,,,,,110.0,,,,,,,,,,,,,,365.5,,,,45.0,4. P,4,1,14,300.5,300.5
141,141,975,15.0,5,2013-02-01,2013-02-01,24158,24158,,15.0,,,,,,,,,,,,,,,,,,,15.0,,,,,,,4. P,4,1,21,15.0,15.0
142,142,979,4.5,9,2014-09-01,2013-12-01,24177,24168,,,,,,,,,,,,1.0,,,,,2.5,,1.0,,,0.5,,,0.5,3.5,,4. P,4,3,2,1.0,1.0
143,143,981,1529.5,430,2014-09-01,2013-02-01,24177,24158,,99.0,554.5,127.0,,,,,89.5,293.0,155.5,111.0,98.0,,,,,,2.0,,692.0,22.0,71.0,9.5,13.0,722.0,,4. P,4,3,2,780.5,648.5
144,144,985,244.0,17,2013-06-01,2013-03-01,24162,24159,,,145.0,,,99.0,,,,,,,,,,,,,,,5.0,,144.5,,17.0,,77.5,4. P,4,1,17,244.0,145.0
145,145,987,3859.5,200,2013-12-01,2013-03-01,24168,24159,,,1063.0,30.0,1639.0,822.5,160.0,120.0,,,,25.0,,,,,,,,,2302.0,,153.5,24.0,153.0,1227.0,,3. M,3,2,11,2792.0,1063.0
146,146,988,15.0,1,2014-01-01,2014-01-01,24169,24169,,,,,,,,,,,,,15.0,,,,,,,,,,,,,15.0,,4. P,4,2,10,15.0,15.0
147,147,991,32.0,26,2013-04-01,2013-03-01,24160,24159,,,14.5,17.5,,,,,,,,,,,,,,,,,5.0,,24.5,2.5,,,,4. P,4,1,19,32.0,14.5
148,148,995,44210.8,3489,2014-01-01,2013-03-01,24169,24159,,,9154.0,3601.75,3734.8,7578.7,4949.15,3897.1,,,,3211.6,8083.7,,,,,,,,4332.5,1955.0,1987.3,4559.0,4110.0,24527.0,2740.0,1. TG,1,2,10,17346.45,9500.0
149,149,996,3701.25,288,2013-06-01,2013-04-01,24162,24160,,,,421.0,3090.25,190.0,,,,,,,,,,,,,,,38.0,718.5,299.25,1485.0,170.0,68.0,922.5,3. M,3,1,17,3701.25,746.5
150,150,997,100.0,15,2013-03-01,2013-03-01,24159,24159,,,100.0,,,,,,,,,,,,,,,,,,15.0,,12.0,8.5,22.0,42.5,,4. P,4,1,20,100.0,100.0
151,151,998,8885.4,2606,2014-02-01,2013-11-01,24170,24167,,,,,,,,,,,2513.0,1934.0,4355.4,83.0,,,,,,,73.0,2067.0,189.9,1913.0,1917.0,2653.5,72.0,3. M,3,2,9,8105.9,2513.0
152,152,999,15.5,14,2013-10-01,2013-03-01,24166,24159,,,5.0,,,,,,,10.5,,,,,,,,,,,4.0,1.5,3.0,,2.0,5.0,,4. P,4,1,13,5.0,5.0
153,153,1002,2970.5,1158,2013-10-01,2013-03-01,24166,24159,,,2034.5,530.5,288.0,25.0,90.5,,,2.0,,,,,,,,,,,637.5,939.5,78.5,65.5,199.0,1050.0,0.5,3. M,3,1,13,2878.0,2402.0
154,154,1003,22.5,8,2013-03-01,2013-03-01,24159,24159,,,22.5,,,,,,,,,,,,,,,,,,,,,,22.5,,,4. P,4,1,20,22.5,22.5
155,155,1004,78.5,11,2013-03-01,2013-03-01,24159,24159,,,78.5,,,,,,,,,,,,,,,,,,44.5,4.5,,,,4.5,25.0,4. P,4,1,20,78.5,78.5
156,156,1006,261.5,56,2014-01-01,2013-03-01,24169,24159,,,30.5,10.0,64.5,,,,,,,48.5,108.0,,,,,,,,3.0,,225.5,,18.0,3.0,12.0,4. P,4,2,10,105.0,40.5
157,157,1007,705.0,269,2013-11-01,2013-03-01,24167,24159,,,245.0,352.5,,,,,,78.0,29.5,,,,,,,,,,158.0,25.0,147.5,186.0,20.0,162.5,6.0,4. P,4,1,12,597.5,427.0
158,158,1008,5356.0,122,2014-02-01,2013-03-01,24170,24159,,,200.0,393.0,,1882.5,,,614.0,100.0,1233.5,450.0,300.0,183.0,,,,,,,1415.0,10.0,106.5,,1.5,3731.0,92.0,3. M,3,2,9,2275.5,593.0
159,159,1010,213.0,76,2014-01-01,2013-03-01,24169,24159,,,18.0,57.5,64.0,24.5,,12.0,11.0,9.0,,6.0,11.0,,,,,,,,,,166.5,,8.0,,38.5,4. P,4,2,10,151.0,50.5
160,160,1011,12100.5,2314,2014-02-01,2013-03-01,24170,24159,,,544.5,503.0,1458.0,2364.0,271.5,76.0,295.5,278.0,1057.5,1772.5,3440.0,40.0,,,,,,,1839.0,107.0,1452.0,1608.5,690.5,6294.0,109.5,2. G,2,2,9,2826.0,689.5
161,161,1013,2069.0,2055,2014-02-01,2013-03-01,24170,24159,,,20.0,3.5,88.0,245.5,,47.5,131.5,140.5,378.5,548.5,462.5,3.0,,,,,,,311.0,415.5,115.5,561.5,128.0,480.5,57.0,3. M,3,2,9,235.0,20.0
162,162,1017,6.0,2,2013-03-01,2013-03-01,24159,24159,,,6.0,,,,,,,,,,,,,,,,,,,2.0,4.0,,,,,4. P,4,1,20,6.0,6.0
163,163,1018,4299.2,1377,2014-01-01,2013-03-01,24169,24159,,,242.0,253.5,716.6,554.35,145.5,278.0,480.25,442.8,437.9,395.0,353.3,,,,,,,,35.0,19.5,3508.7,271.0,19.0,28.0,418.0,3. M,3,2,10,1307.35,264.5
164,164,1019,18.5,8,2013-10-01,2013-03-01,24166,24159,,,15.5,,,,,,,3.0,,,,,,,,,,,2.5,,,,15.0,1.0,,4. P,4,1,13,15.5,15.5
165,165,1020,12854.0,6370,2014-09-01,2013-03-01,24177,24159,,,124.0,1238.45,1747.45,1899.1,575.0,1209.6,917.7,1654.8,1538.2,1475.1,443.6,28.5,,,,,2.5,,87.5,816.0,3943.0,525.5,7021.5,85.5,375.0,2. G,2,3,2,3598.4,590.6
166,166,1021,14.0,3,2013-04-01,2013-03-01,24160,24159,,,9.0,5.0,,,,,,,,,,,,,,,,,,,3.0,,5.0,,6.0,4. P,4,1,19,14.0,14.0
167,167,1024,1909.0,192,2013-06-01,2013-03-01,24162,24159,,,464.5,923.5,301.0,220.0,,,,,,,,,,,,,,,95.0,53.5,,,10.0,1704.0,46.5,3. M,3,1,17,1689.0,464.5
168,168,1026,1550.5,423,2014-02-01,2013-03-01,24170,24159,,,23.5,87.5,137.0,108.5,344.5,255.0,95.0,28.0,40.5,218.0,208.0,5.0,,,,,,,321.0,5.5,23.0,2.0,823.0,371.0,5.0,4. P,4,2,9,309.0,70.5
169,169,1027,14416.0,3572,2014-01-01,2013-03-01,24169,24159,,,764.5,1012.0,,14.5,181.5,1569.5,1217.5,881.5,2251.0,3183.0,3341.0,,,,,,,,7031.0,24.0,307.0,2097.0,912.0,3984.5,60.5,2. G,2,2,10,1791.0,1504.0
170,170,1028,1000.0,5,2013-03-01,2013-03-01,24159,24159,,,1000.0,,,,,,,,,,,,,,,,,,250.0,,,150.0,,600.0,,4. P,4,1,20,1000.0,1000.0
171,171,1029,6741.75,3618,2014-01-01,2013-03-01,24169,24159,,,311.0,463.5,549.0,787.0,396.5,497.5,551.5,425.0,1096.5,837.0,827.25,,,,,,,,1965.5,156.0,188.25,352.0,2500.0,1485.5,94.5,3. M,3,2,10,1674.0,421.5
172,172,1030,20.0,1,2013-03-01,2013-03-01,24159,24159,,,20.0,,,,,,,,,,,,,,,,,,,,20.0,,,,,4. P,4,1,20,20.0,20.0
173,173,1032,3.5,1,2013-03-01,2013-03-01,24159,24159,,,3.5,,,,,,,,,,,,,,,,,,,,3.5,,,,,4. P,4,1,20,3.5,3.5
174,174,1035,3477.0,144,2014-01-01,2013-03-01,24169,24159,,,212.0,,,,,,,3252.0,,,13.0,,,,,,,,1593.0,43.0,126.0,,,1715.0,,3. M,3,2,10,212.0,212.0
175,175,1036,704.5,485,2014-07-01,2013-03-01,24175,24159,,,227.0,47.5,127.5,,,,,148.5,153.0,,,,,,1.0,,,,180.5,24.5,78.0,10.5,167.5,234.5,9.0,4. P,4,3,4,402.0,227.0
176,176,1037,2652.2,1378,2014-01-01,2013-03-01,24169,24159,,,507.0,426.2,260.5,235.0,62.5,274.5,121.5,146.0,125.5,264.0,229.5,,,,,,,,644.0,23.5,1389.7,135.5,40.5,302.0,117.0,3. M,3,2,10,1230.2,664.7
177,177,1038,694.7,298,2013-03-01,2013-03-01,24159,24159,,,694.7,,,,,,,,,,,,,,,,,,33.0,81.5,54.7,172.0,250.0,45.5,58.0,4. P,4,1,20,694.7,694.7
178,178,1042,246.5,247,2013-08-01,2013-05-01,24164,24161,,,,,106.5,102.0,,38.0,,,,,,,,,,,,,182.0,0.5,,2.0,2.0,60.0,,4. P,4,1,15,246.5,128.5
179,179,1043,1528.0,37,2014-02-01,2014-01-01,24170,24169,,,,,,,,,,,,,1444.0,84.0,,,,,,,480.0,,40.0,1008.0,,,,4. P,4,2,9,1528.0,1528.0
180,180,1046,132.0,130,2013-12-01,2013-03-01,24168,24159,,,21.5,13.0,11.0,13.5,25.5,20.0,9.5,9.0,3.0,6.0,,,,,,,,,6.0,1.5,28.5,57.0,12.5,7.0,19.5,4. P,4,2,11,57.5,30.5
181,181,1049,684.0,54,2013-07-01,2013-06-01,24163,24162,,,,,,264.0,420.0,,,,,,,,,,,,,,319.0,28.0,37.0,,,300.0,,4. P,4,1,16,684.0,684.0
182,182,1052,57.0,38,2014-01-01,2013-04-01,24169,24160,,,,9.0,3.0,14.5,4.0,13.5,6.0,,,,7.0,,,,,,,,5.0,12.0,34.0,,1.0,5.0,,4. P,4,2,10,26.5,12.0
183,183,1053,11.0,11,2014-02-01,2013-12-01,24170,24168,,,,,,,,,,,,7.0,1.0,3.0,,,,,,,2.0,1.5,,1.0,2.5,4.0,,4. P,4,2,9,11.0,7.0
184,184,1054,119.0,88,2013-08-01,2013-03-01,24164,24159,,,18.0,32.5,,,,68.5,,,,,,,,,,,,,20.0,1.0,23.5,8.0,41.5,4.0,21.0,4. P,4,1,15,50.5,50.5
185,185,1055,2391.5,2064,2014-02-01,2013-03-01,24170,24159,,,187.0,262.0,356.5,298.5,154.5,51.0,178.5,273.5,71.0,220.0,320.0,19.0,,,,,,,208.0,158.0,385.5,778.5,414.5,294.0,153.0,3. M,3,2,9,962.0,286.5
186,186,1056,160.0,34,2013-06-01,2013-03-01,24162,24159,,,100.0,,,60.0,,,,,,,,,,,,,,,,27.0,99.5,6.0,27.5,,,4. P,4,1,17,100.0,100.0
187,187,1059,1194.5,202,2014-01-01,2013-03-01,24169,24159,,,43.0,65.5,,90.0,217.0,226.5,8.0,95.0,407.5,15.0,27.0,,,,,,,,78.0,185.0,796.5,4.5,39.5,78.0,13.0,4. P,4,2,10,135.5,69.5
188,188,1061,1915.5,60,2013-12-01,2013-03-01,24168,24159,,,652.0,,75.0,723.5,50.0,50.0,,220.0,,145.0,,,,,,,,,383.0,,992.5,159.0,165.0,216.0,,3. M,3,2,11,877.0,652.0
189,189,1062,3054.5,2237,2014-01-01,2013-03-01,24169,24159,,,272.0,372.5,393.5,90.0,102.5,272.0,122.0,428.0,453.5,322.0,226.5,,,,,,,,839.0,169.5,293.0,195.5,914.5,604.0,39.0,3. M,3,2,10,1074.0,551.5
190,190,1064,114399.5,2252,2014-01-01,2013-03-01,24169,24159,,,3580.0,10241.0,10993.0,16598.5,19369.0,18295.0,14600.0,2544.0,4046.0,3718.0,10415.0,,,,,,,,5844.0,,,255.5,,108300.0,,1. TG,1,2,10,27982.5,11656.0
191,191,1065,305.0,41,2013-12-01,2013-03-01,24168,24159,,,75.0,135.0,12.0,27.0,12.0,18.0,25.5,,,0.5,,,,,,,,,,,188.5,,,,116.5,4. P,4,2,11,237.0,210.0
192,192,1066,746.0,405,2013-08-01,2013-03-01,24164,24159,,,46.5,181.5,256.5,64.0,112.5,85.0,,,,,,,,,,,,,219.0,9.0,69.0,9.0,129.0,268.5,42.5,4. P,4,1,15,548.5,129.5
193,193,1067,8680.6,3833,2014-10-01,2013-03-01,24178,24159,,,570.5,447.0,164.0,345.5,578.5,487.0,502.0,986.5,1322.1,1705.5,1571.0,,,,,,,1.0,1202.0,187.0,253.6,68.0,5457.5,1505.5,7.0,3. M,3,4,1,1244.5,824.0
194,194,1068,206.6,127,2013-12-01,2013-03-01,24168,24159,,,146.6,20.0,,,,,,,,40.0,,,,,,,,,6.0,4.0,53.1,29.5,62.0,33.0,19.0,4. P,4,2,11,166.6,166.6
195,195,1069,2625.0,52,2013-09-01,2013-04-01,24165,24160,,,,40.0,210.0,580.0,650.0,500.0,645.0,,,,,,,,,,,,1325.0,155.0,55.0,,,1090.0,,3. M,3,1,14,970.0,180.0
196,196,1072,3074.5,237,2014-01-01,2013-04-01,24169,24160,,,,221.0,237.5,55.0,,310.0,355.0,590.0,195.0,313.0,798.0,,,,,,,,1550.0,14.0,37.5,185.5,262.5,1025.0,,3. M,3,2,10,513.5,271.0
197,197,1075,182.5,79,2014-01-01,2013-04-01,24169,24160,,,,16.5,,20.0,47.5,6.0,62.0,18.5,6.0,,6.0,,,,,,,,36.5,40.0,57.5,,,48.5,,4. P,4,2,10,63.0,16.5
198,198,1076,2266.5,1149,2014-01-01,2013-03-01,24169,24159,,,114.5,180.5,53.0,434.0,271.0,692.0,79.5,,87.5,56.0,298.5,,,,,,,,134.0,600.5,317.0,336.0,164.0,405.0,310.0,3. M,3,2,10,752.0,295.0
199,199,1077,21.0,18,2013-04-01,2013-04-01,24160,24160,,,,21.0,,,,,,,,,,,,,,,,,,3.0,,,,18.0,,4. P,4,1,19,21.0,21.0
200,200,1078,39.5,8,2013-04-01,2013-03-01,24160,24159,,,21.5,18.0,,,,,,,,,,,,,,,,,,,18.0,21.5,,,,4. P,4,1,19,39.5,39.5
201,201,1080,4986.0,1703,2014-02-01,2013-03-01,24170,24159,,,85.5,2011.5,660.0,510.5,43.0,,,104.0,338.5,582.5,641.5,9.0,,,,,,,162.5,30.0,16.0,354.0,1526.0,2881.0,16.5,3. M,3,2,9,3201.5,1823.0
202,202,1081,318.0,34,2014-01-01,2013-07-01,24169,24163,,,,,,,20.0,50.0,,,183.0,,65.0,,,,,,,,29.0,0.5,,9.5,,279.0,,4. P,4,2,10,70.0,20.0
203,203,1085,8333.35,1494,2014-01-01,2013-03-01,24169,24159,,,957.0,3546.0,1794.75,254.0,,144.0,,329.0,994.85,284.5,29.25,,,,,,,,241.0,202.0,522.35,66.5,137.5,7144.5,19.5,3. M,3,2,10,6542.75,4222.0
204,204,1086,811.3,98,2013-09-01,2013-06-01,24165,24162,,,,,,711.0,,,100.3,,,,,,,,,,,,45.0,328.5,326.3,7.0,2.0,102.0,0.5,4. P,4,1,14,811.3,711.0
205,205,1087,2002.6,414,2014-01-01,2013-03-01,24169,24159,,,237.1,64.5,,203.5,780.0,,,408.0,,,309.5,,,,,,,,580.0,131.5,15.1,306.0,313.5,630.0,26.5,3. M,3,2,10,505.1,301.6
206,206,1088,27040.3,2049,2013-12-01,2013-03-01,24168,24159,,,360.5,2985.25,48.0,3166.5,8229.65,210.0,5466.7,4053.5,2206.5,313.7,,,,,,,,,3896.0,693.0,1094.3,2906.0,2895.5,13670.0,1885.5,2. G,2,2,11,6560.25,2773.75
207,207,1090,283.5,194,2014-01-01,2013-03-01,24169,24159,,,28.0,156.0,79.0,,,6.5,,,,,14.0,,,,,,,,133.0,,,1.5,,149.0,,4. P,4,2,10,263.0,184.0
208,208,1091,1386.0,590,2014-02-01,2013-04-01,24170,24160,,,,145.5,125.0,153.5,141.5,136.0,138.5,148.5,142.5,126.5,124.5,4.0,,,,,,,,,773.0,,,,613.0,4. P,4,2,9,420.5,145.5
209,209,1094,15.0,2,2013-03-01,2013-03-01,24159,24159,,,15.0,,,,,,,,,,,,,,,,,,15.0,,,,,,,4. P,4,1,20,15.0,15.0
210,210,1096,168.0,115,2013-04-01,2013-04-01,24160,24160,,,,168.0,,,,,,,,,,,,,,,,,8.5,,60.0,10.5,3.5,85.5,,4. P,4,1,19,168.0,168.0
211,211,1097,507.0,258,2014-01-01,2013-04-01,24169,24160,,,,146.0,51.0,,,114.5,,,95.5,74.5,25.5,,,,,,,,91.5,32.0,46.5,15.5,152.0,157.0,12.5,4. P,4,2,10,197.0,146.5
212,212,1098,25829.3,13528,2014-01-01,2013-04-01,24169,24160,,,,1227.0,2015.5,2548.3,1809.9,3515.0,3511.1,3424.7,2989.0,3182.0,1606.8,,,,,,,,442.0,1088.5,2929.8,4553.5,15833.0,336.0,646.5,2. G,2,2,10,5790.8,1335.5
213,213,1099,2285.5,335,2014-01-01,2013-04-01,24169,24160,,,,469.5,115.5,59.0,1029.0,298.0,,,,111.5,203.0,,,,,,,,22.0,,630.5,193.0,235.0,1072.0,133.0,3. M,3,2,10,644.0,547.5
214,214,1101,69.0,6,2013-04-01,2013-04-01,24160,24160,,,,69.0,,,,,,,,,,,,,,,,,,10.0,20.0,9.0,,,30.0,4. P,4,1,19,69.0,69.0
215,215,1102,2810.5,1844,2014-01-01,2013-04-01,24169,24160,,,,402.0,735.5,145.5,563.0,312.5,250.0,137.5,30.0,127.0,107.5,,,,,,,,780.0,44.0,517.0,425.5,417.0,581.5,45.5,3. M,3,2,10,1489.5,1041.5
216,216,1103,149.0,30,2014-01-01,2013-04-01,24169,24160,,,,54.0,20.0,,,,,,,,75.0,,,,,,,,96.0,6.0,5.0,,,42.0,,4. P,4,2,10,74.0,74.0
217,217,1104,11674.25,1666,2014-01-01,2013-04-01,24169,24160,,,,2143.0,2639.0,259.0,593.5,1644.25,650.0,348.0,1467.0,984.0,946.5,,,,,,,,809.0,834.0,3950.75,3450.5,1646.5,527.0,456.5,2. G,2,2,10,5065.5,3335.5
218,218,1105,5665.8,1637,2014-02-01,2013-04-01,24170,24160,,,,244.95,201.35,69.0,809.4,1997.6,679.25,168.0,252.5,621.0,618.75,4.0,,,,,,,1377.5,201.0,1159.3,449.0,577.0,1277.5,624.5,3. M,3,2,9,699.9,355.2
219,219,1106,241.5,28,2013-12-01,2013-04-01,24168,24160,,,,176.5,,,15.0,,,,,50.0,,,,,,,,,20.0,,0.5,,1.0,220.0,,4. P,4,2,11,176.5,176.5
220,220,1107,511.0,609,2014-01-01,2013-04-01,24169,24160,,,,33.0,54.0,32.0,103.5,45.0,21.5,21.0,75.5,99.5,26.0,,,,,,,,47.0,171.0,211.5,0.5,5.5,75.5,,4. P,4,2,10,125.0,58.5
221,221,1108,1159.0,121,2013-07-01,2013-05-01,24163,24161,,,,,1129.0,,30.0,,,,,,,,,,,,,,657.0,20.0,40.0,,47.0,395.0,,4. P,4,1,16,1159.0,1129.0
222,222,1110,43.0,52,2014-07-01,2014-01-01,24175,24169,,,,,,,,,,,,,32.0,6.0,,,5.0,,,,11.0,,8.0,,2.0,22.0,,4. P,4,3,4,38.0,38.0
223,223,1113,13599.0,3188,2014-05-01,2013-05-01,24173,24161,,,,,1384.5,4354.0,4782.5,1994.0,442.0,154.5,,398.5,32.0,,,57.0,,,,,12083.0,44.0,740.5,117.0,,608.0,6.5,2. G,2,2,6,12410.0,5096.5
224,224,1115,99801.5,1713,2014-07-01,2013-04-01,24175,24160,,,,3194.5,10266.5,10797.0,14294.0,13743.0,8001.5,6400.0,10424.0,14380.0,7731.0,70.0,,,500.0,,,,35753.0,40.0,172.0,,22850.5,20362.0,20624.0,1. TG,1,3,4,33493.0,9559.5
225,225,1116,2020.5,408,2014-07-01,2013-04-01,24175,24160,,,,87.0,225.5,246.0,258.0,407.5,350.0,219.0,37.5,80.0,107.0,,,,3.0,,,,83.0,102.5,66.0,432.0,39.0,1297.0,1.0,3. M,3,3,4,700.0,222.0
226,226,1118,125.0,23,2013-10-01,2013-04-01,24166,24160,,,,20.0,65.0,30.0,,,,10.0,,,,,,,,,,,60.0,10.0,10.0,,,45.0,,4. P,4,1,13,115.0,20.0
227,227,1119,609.0,29,2013-05-01,2013-04-01,24161,24160,,,,189.0,420.0,,,,,,,,,,,,,,,,,,,,609.0,,,4. P,4,1,18,609.0,378.0
228,228,1120,8670.0,353,2014-01-01,2013-04-01,24169,24160,,,,250.0,,30.0,360.0,120.0,314.0,1101.0,736.5,1033.0,4725.5,,,,,,,,2231.0,1518.5,1307.5,65.0,,3548.0,,3. M,3,2,10,280.0,250.0
229,229,1124,12148.0,2110,2014-02-01,2013-04-01,24170,24160,,,,1120.0,1780.5,902.0,30.0,1351.0,1182.5,2125.5,774.5,2145.5,734.5,2.0,,,,,,,2761.5,26.5,124.0,16.0,6147.5,2829.5,243.0,2. G,2,2,9,3802.5,2611.5
230,230,1125,13815.5,2976,2014-02-01,2013-04-01,24170,24160,,,,31.0,1003.5,1955.0,652.0,,,,2009.0,4380.5,3734.5,50.0,,,,,,,6868.5,499.5,812.0,25.5,18.0,5592.0,,2. G,2,2,9,3630.5,421.5
231,231,1126,15.0,1,2013-04-01,2013-04-01,24160,24160,,,,15.0,,,,,,,,,,,,,,,,,,15.0,,,,,,4. P,4,1,19,15.0,15.0
232,232,1127,100.0,5,2013-04-01,2013-04-01,24160,24160,,,,100.0,,,,,,,,,,,,,,,,,,20.0,80.0,,,,,4. P,4,1,19,100.0,100.0
233,233,1129,140.0,7,2014-01-01,2013-04-01,24169,24160,,,,60.0,,,,,,,,,80.0,,,,,,,,40.0,20.0,40.0,,,40.0,,4. P,4,2,10,60.0,60.0
234,234,1132,40.0,5,2013-12-01,2013-06-01,24168,24162,,,,,,10.0,,,,,20.0,10.0,,,,,,,,,,20.0,10.0,,,10.0,,4. P,4,2,11,10.0,10.0
235,235,1133,356.0,46,2014-02-01,2013-05-01,24170,24161,,,,,103.0,173.0,,,,,,,50.0,30.0,,,,,,,109.0,102.0,83.0,,2.0,60.0,,4. P,4,2,9,276.0,103.0
236,236,1137,312.0,259,2014-01-01,2013-05-01,24169,24161,,,,,18.0,35.5,44.0,29.5,44.0,16.5,18.0,44.0,62.5,,,,,,,,206.0,4.0,9.0,,10.0,83.0,,4. P,4,2,10,97.5,21.0
237,237,1140,36.5,16,2013-10-01,2013-05-01,24166,24161,,,,,16.5,,13.0,6.5,,0.5,,,,,,,,,,,,,20.0,2.5,,10.5,3.5,4. P,4,1,13,36.0,16.5
238,238,1142,1838.5,221,2014-01-01,2013-05-01,24169,24161,,,,,218.5,15.0,,,,,481.0,493.0,631.0,,,,,,,,1053.0,5.5,26.5,103.0,172.5,478.0,,3. M,3,2,10,233.5,218.5
239,239,1143,311.5,622,2013-07-01,2013-05-01,24163,24161,,,,,130.5,146.0,35.0,,,,,,,,,,,,,,,,311.5,,,,,4. P,4,1,16,311.5,145.5
240,240,1144,3579.0,341,2014-02-01,2013-05-01,24170,24161,,,,,92.0,126.0,180.0,200.0,411.0,510.0,492.5,780.0,717.5,70.0,,,,,,,,,3192.0,367.0,20.0,,,3. M,3,2,9,398.0,146.0
241,241,1145,779.0,1132,2014-07-01,2013-07-01,24175,24163,,,,,,,55.0,186.5,86.5,88.0,66.0,158.5,128.5,4.5,,,5.5,,,,254.0,,4.0,,9.0,512.0,,4. P,4,3,4,329.5,79.0
242,242,1147,24163.0,520,2013-08-01,2013-05-01,24164,24161,,,,,7878.5,5003.0,6095.5,5186.0,,,,,,,,,,,,,15736.0,,,1434.5,1389.0,5603.5,,2. G,2,1,15,22573.0,7878.5
